                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20241009"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                     Teff                               luminosity                                   radius                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                        center_degeneracy                           center_entropy                               average_h1                               average_h2                              average_he3                              average_he4                              average_li7                              average_be7                               average_b8                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                            total_mass_h1                           total_mass_he4                                 delta_nu                                   nu_max                          acoustic_cutoff                          acoustic_radius                                    tot_E                            rel_run_E_err                                rel_E_err                              num_retries                                num_iters 
                                      77                                      454                  5.7911217841186797E+001                  8.9824334329489497E-001                  1.0500575867212350E-003                  1.0500566205123825E-003                  1.6402984517410864E+003                  1.7481824833032922E-003                  5.1772697449163685E-001                  2.0310791582171723E+000                  1.1908072610904354E+001                 -5.7924437199270729E-001                  4.6199519595710345E+000                  1.4462135567517522E+000                  1.1448378735390078E+001                  7.0569999999999966E-001                  2.7809999999999336E-005                  3.4610000000001005E-005                  2.7689999999999998E-001                  1.0771934046337805E-008                  2.0700157221264300E-085                  1.0000000000000004E-099                  2.9880308009149321E-003                  8.7584490491778130E-004                  8.1317824244995628E-003                  1.8074638875443620E-003                  3.5344472101892770E-003                  7.4102563894917523E-004                  2.9076094576310996E-004                  1.1509686944860857E+001                  2.2619441116845405E+001                  4.1551000293401444E+001                  4.3441668083183875E+004                 -7.5978582666199207E+041                 -6.6558033632950265E-013                  6.6558033632950265E-013                                        0                                        2 
                                      80                                      454                  9.2467417371490725E+001                  1.1357870814377693E+000                  1.0500575867212350E-003                  1.0500566261184502E-003                  1.6405888344226980E+003                  1.7400417339534038E-003                  5.1633728907369913E-001                  2.0334137638822201E+000                  1.1911123153483050E+001                 -5.7731852576066855E-001                  4.6207034014783943E+000                  1.4516887627971793E+000                  1.1446633235238197E+001                  7.0569999999999966E-001                  2.7809999999998905E-005                  3.4610000000001622E-005                  2.7689999999999998E-001                  1.0771934046337805E-008                  2.0897760128674853E-085                  1.0000000000000004E-099                  2.9880308009149321E-003                  8.7584490491778130E-004                  8.1317824244995628E-003                  1.8074638875443620E-003                  3.5344472101892770E-003                  7.4102563894917523E-004                  2.9076094576310996E-004                  1.1555105796812123E+001                  2.2739349541187909E+001                  4.1770924522845050E+001                  4.3270914935105342E+004                 -7.6706049885709081E+041                 -1.0280587782192620E-011                 -6.5858218782492537E-012                                        0                                        2 
                                      90                                      454                  5.1831184396247249E+002                  1.9275995419140175E+000                  1.0500575867212350E-003                  1.0500566879447966E-003                  1.6436536426352907E+003                  1.6484580077706036E-003                  5.0069296807670149E-001                  2.0601377602938009E+000                  1.1945594039926160E+001                 -5.5548583248129890E-001                  4.6291318195450923E+000                  1.5138819281951352E+000                  1.1425961225229310E+001                  7.0569999999999966E-001                  2.7809999999993549E-005                  3.4610000000009659E-005                  2.7689999999999998E-001                  1.0771934046337805E-008                  2.3278853138831893E-085                  1.0000000000000004E-099                  2.9880308009149321E-003                  8.7584490491778130E-004                  8.1317824244995628E-003                  1.8074638875443620E-003                  3.5344472101892770E-003                  7.4102563894917523E-004                  2.9076094576310996E-004                  1.2087938832539562E+001                  2.4159990346612560E+001                  4.4377227310829646E+001                  4.1363544846375989E+004                 -8.5386032038060234E+041                 -2.3489042966112039E-010                  1.4164698716093340E-012                                        0                                        3 
                                     100                                      454                  3.1550282903618968E+003                  2.7194120023902655E+000                  1.0500575867212350E-003                  1.0500568995681836E-003                  1.6500942722049203E+003                  1.2813367080631909E-003                  4.3799311264509178E-001                  2.1763461816558487E+000                  1.2087025637245130E+001                 -4.6459924490437671E-001                  4.6621731141824210E+000                  1.7781674894479818E+000                  1.1322811140046660E+001                  7.0569999999999966E-001                  2.7809999999951543E-005                  3.4610000000072705E-005                  2.7689999999999998E-001                  1.0771934046337805E-008                  3.6499609085454449E-085                  1.0000000000000004E-099                  2.9880308009149321E-003                  8.7584490491778130E-004                  8.1317824244995628E-003                  1.8074638875443620E-003                  3.5344472101892770E-003                  7.4102563894917523E-004                  2.9076094576310996E-004                  1.4715610707845704E+001                  3.1510547754373583E+001                  5.7887654042789997E+001                  3.3977522912686349E+004                 -1.3070738180299718E+042                 -1.6338547868435620E-010                  1.0967510371014093E-012                                        0                                        3 
                                     110                                      460                  1.9480881547074303E+004                  3.5112244628665139E+000                  1.0500575867212350E-003                  1.0500571563308012E-003                  1.6226509869274523E+003                  6.3967059538758272E-004                  3.2002294541642801E-001                  2.4489185083017335E+000                  1.2399675699568929E+001                 -2.5652381479182457E-001                  4.7229837670585653E+000                  2.4774277440952766E+000                  1.0991452360978279E+001                  7.0569999999999944E-001                  2.7809999999462859E-005                  3.4610000000805700E-005                  2.7689999999999998E-001                  1.0771934046337802E-008                  1.0269895067618480E-084                  1.0000000021137385E-099                  2.9880308009149299E-003                  8.7584490491778087E-004                  8.1317824244995628E-003                  1.8074638875443607E-003                  3.5344472101892757E-003                  7.4102563894917490E-004                  2.9076094576310996E-004                  2.3535832666316470E+001                  5.9520983483413247E+001                  1.0962740652609151E+002                  2.1244202705246957E+004                 -2.9623727115440667E+042                 -8.1298806575495752E-011                  1.5290522310355228E-012                                        0                                        3 
                                     120                                      468                  1.1724685982105459E+005                  4.2730995634199607E+000                  1.0500575867212350E-003                  1.0500573226244331E-003                  1.4742658906696172E+003                  1.8703866995827855E-004                  2.0963665838776388E-001                  2.8163462875348793E+000                  1.2810504166941652E+001                  2.5301340570143258E-002                  4.7633148026222258E+000                  4.0270982032150782E+000                  1.0306637351990885E+001                  7.0569999999999600E-001                  2.7809999991958709E-005                  3.4610000012061962E-005                  2.7689999999999998E-001                  1.0771934046337805E-008                  4.5129222867691852E-084                  1.0000000102292471E-099                  2.9880308009149282E-003                  8.7584490491778065E-004                  8.1317824244995628E-003                  1.8074638875443601E-003                  3.5344472101892736E-003                  7.4102563894917132E-004                  2.9076094576310996E-004                  4.4609885649356130E+001                  1.4551994708541903E+002                  2.6806451160951804E+002                  1.1208278002102807E+004                 -6.5670719141951227E+042                 -4.9871334951104455E-011                  3.0747401954191372E-012                                        0                                        3 
                                     130                                      480                  3.6450057738302171E+005                  4.4985610837155985E+000                  1.0500575867212350E-003                  1.0500569865398281E-003                  1.1442422126774163E+003                  4.3828979337746581E-005                  1.6846043141780437E-001                  3.0062849272601295E+000                  1.3038841302021140E+001                  1.9026743657220377E-001                  4.7463378802617573E+000                  5.8308326915852930E+000                  9.7217684825114237E+000                  7.0569999999997746E-001                  2.7809999954428235E-005                  3.4610000068357621E-005                  2.7689999999999998E-001                  1.0771934046337805E-008                  1.0969660910393746E-083                  1.0000000102292471E-099                  2.9880308009149282E-003                  8.7584490491778022E-004                  8.1317824244995628E-003                  1.8074638875443597E-003                  3.5344472101892731E-003                  7.4102563894915181E-004                  2.9076094576310996E-004                  5.8901513403475597E+001                  2.5579384724659536E+002                  4.7592148222830502E+002                  8.4887462326306977E+003                 -9.1033865586709029E+042                 -4.1511369223339072E-011                  3.4608630312204113E-013                                        0                                        3 
                                     140                                      506                  8.1906878037403408E+005                  4.8435613334657059E+000                  1.0500575867212350E-003                  1.0500564146647281E-003                  9.0674409288858158E+002                  1.4708603275446609E-005                  1.5540658174277167E-001                  3.0763419283990583E+000                  1.3130204419246535E+001                  2.5760134136429691E-001                  4.7265559800737353E+000                  6.9785561813664856E+000                  9.4207549206276955E+000                  7.0569999999992983E-001                  2.7809999859640203E-005                  3.4610000210539596E-005                  2.7689999999999998E-001                  1.0771934046337805E-008                  1.5887397358651267E-083                  1.0000000102292471E-099                  2.9880308009149264E-003                  8.7584490491778011E-004                  8.1317824244995628E-003                  1.8074638875443590E-003                  3.5344472101892723E-003                  7.4102563894910183E-004                  2.9076094576310996E-004                  6.5067309102715171E+001                  3.3764763359142876E+002                  6.3174387019836013E+002                  7.6843503580377146E+003                 -1.0366100233000995E+043                 -3.9503397105788706E-011                  3.1216901148515774E-013                                        0                                        3 
                                     150                                      510                  2.1063330790609494E+006                  5.2997277804588423E+000                  1.0500575867212350E-003                  1.0500556614065355E-003                  7.1861501360542400E+002                  5.0830440416031674E-006                  1.4545294682601539E-001                  3.1338356957279516E+000                  1.3203498978224506E+001                  3.1249587169534543E-001                  4.7027768955818461E+000                  8.1930644062330060E+000                  9.1410364235750876E+000                  7.0569999999976685E-001                  2.7809999533365114E-005                  3.4610000699952265E-005                  2.7689999999999998E-001                  1.0771934046337805E-008                  2.1524692296537372E-083                  1.0000000102292471E-099                  2.9880308009149256E-003                  8.7584490491777946E-004                  8.1317824244995628E-003                  1.8074638875443590E-003                  3.5344472101892710E-003                  7.4102563894893074E-004                  2.9076094576310996E-004                  7.1424473160222959E+001                  4.3296391495176687E+002                  8.1102410538810148E+002                  7.0004016533433150E+003                 -1.1577957516334745E+043                 -3.8290142881472931E-011                  2.9895431426126596E-013                                        0                                        3 
