                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.03.1"                               "gfortran"                                 "13.1.0"                   "x86_64-macos-23.10.1"                                 "CRMATH"                               "20240725"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                     Teff                               luminosity                                   radius                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                        center_degeneracy                           center_entropy                               average_h1                              average_he3                              average_he4                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                            total_mass_h1                           total_mass_he4                                    tot_E                            rel_run_E_err                                rel_E_err                              num_retries                                num_iters 
                                      77                                      496                  5.7911217841186797E+001                  8.9824334329489497E-001                  1.3365049069580673E-002                  0.0000000000000000E+000                  2.6097419731687692E+003                  1.1134829242601500E-002                  5.1617836843479459E-001                  3.1384385838155113E+000                  1.3390870730197381E+001                 -6.2469575030066192E-002                  5.3930936434998538E+000                 -2.8456853768127549E-001                  1.3517883014565669E+001                  7.0999999999999985E-001                  2.8733433992169392E-005                  2.6997126656600806E-001                  3.4468833607861544E-003                  1.0103427409336061E-003                  9.3805276451495428E-003                  2.0850244238750362E-003                  4.0772218292556821E-003                  9.4891848394022746E-003                  3.6081792250315420E-003                 -5.0404596711837211E+044                 -1.6952353172925941E-010                  1.6952353172925941E-010                                        0                                        5 
                                      80                                      492                  9.2467417371490725E+001                  1.1357870814377693E+000                  1.3365049069580673E-002                  3.2639642045041702E-005                  2.6097544378040170E+003                  1.1133706943683881E-002                  5.1614742406618019E-001                  3.1384906564020412E+000                  1.3391177173193904E+001                 -6.2246875186475925E-002                  5.3931649336755605E+000                 -2.8418179221718992E-001                  1.3517520326370624E+001                  7.0999999999999985E-001                  2.8733433992169385E-005                  2.6997126656600795E-001                  3.4468833607861544E-003                  1.0103427409336059E-003                  9.3805276451495428E-003                  2.0850244238750358E-003                  4.0772218292556813E-003                  9.4891848394022746E-003                  3.6081792250315403E-003                 -5.0409244521693870E+044                 -2.5673719954187586E-010                  2.9453483320149787E-011                                        0                                        5 
                                      90                                      492                  5.1831184396247249E+002                  1.9275995419140175E+000                  1.3365049069580673E-002                  1.3365049069580673E-002                  2.6098600527145013E+003                  1.1116220625696753E-002                  5.1570019987388216E-001                  3.1392435854452234E+000                  1.3392458802724434E+001                 -6.1315269226851328E-002                  5.3934628877921895E+000                 -2.8256244550317383E-001                  1.3516001794458328E+001                  7.0999999999999985E-001                  2.8733433992169385E-005                  2.6997126656600795E-001                  3.4468833607861544E-003                  1.0103427409336059E-003                  9.3805276451495428E-003                  2.0850244238750358E-003                  4.0772218292556813E-003                  9.4891848394022746E-003                  3.6081792250315403E-003                 -5.0466469083854462E+044                 -2.6016568611428560E-010                  2.8211406627550618E-013                                        0                                        2 
                                     100                                      492                  3.1550282903618968E+003                  2.7194120023902655E+000                  1.3365049069580673E-002                  1.3365049069580673E-002                  2.6105016308804475E+003                  1.1009370424728476E-002                  5.1296350165471893E-001                  3.1438652542669581E+000                  1.3400323449105402E+001                 -5.5451253547660638E-002                  5.3951603168210012E+000                 -2.7151663201882303E-001                  1.3505668091711279E+001                  7.0999999999999985E-001                  2.8733433992169385E-005                  2.6997126656600795E-001                  3.4468833607861544E-003                  1.0103427409336059E-003                  9.3805276451495428E-003                  2.0850244238750358E-003                  4.0772218292556813E-003                  9.4891848394022746E-003                  3.6081792250315403E-003                 -5.0818623032026559E+044                 -2.6101709787153095E-010                  1.9534745671446105E-013                                        0                                        2 
                                     110                                      492                  1.9480881547074303E+004                  3.5112244628665139E+000                  1.3365049069580673E-002                  1.3365049069580673E-002                  2.6140709620752091E+003                  1.0399887842374495E-002                  4.9720185813193396E-001                  3.1709726988874047E+000                  1.3446542913698122E+001                 -2.0969749826936158E-002                  5.4051021705043221E+000                 -2.0578669683587802E-001                  1.3444312841181040E+001                  7.0999999999999985E-001                  2.8733433992169385E-005                  2.6997126656600795E-001                  3.4468833607861544E-003                  1.0103427409336059E-003                  9.3805276451495428E-003                  2.0850244238750358E-003                  4.0772218292556813E-003                  9.4891848394022746E-003                  3.6081792250315403E-003                 -5.2920975111234449E+044                 -2.5512689987057474E-010                  2.9822296243916119E-013                                        0                                        3 
                                     120                                      492                  1.2056626178341814E+005                  4.3030369233427619E+000                  1.3365049069580673E-002                  1.3365049069580673E-002                  2.6266262280495548E+003                  7.8922012785460315E-003                  4.2899841150531082E-001                  3.2991268167389443E+000                  1.3667142546139081E+001                  1.4365990838512829E-001                  5.4512521064733379E+000                  1.2992845948923032E-001                  1.3140488419994215E+001                  7.0999999999999985E-001                  2.8733433992169385E-005                  2.6997126656600795E-001                  3.4468833607861544E-003                  1.0103427409336059E-003                  9.3805276451495428E-003                  2.0850244238750358E-003                  4.0772218292556813E-003                  9.4891848394022746E-003                  3.6081792250315403E-003                 -6.3744774038862944E+044                 -2.1435678246774113E-010                  2.7318867127865863E-013                                        0                                        3 
                                     130                                      513                  6.8714148428399675E+005                  4.9838550035787810E+000                  1.3365049069580673E-002                  1.3365049069580673E-002                  2.5730767967866054E+003                  3.3894449741377446E-003                  2.9296244923835235E-001                  3.6304142693407817E+000                  1.4222403730238272E+001                  5.5893365894328984E-001                  5.5553781542058314E+000                  1.1458401574260573E+000                  1.2265166363563592E+001                  7.0999999999999985E-001                  2.8733433992169385E-005                  2.6997126656600795E-001                  3.4468833607861544E-003                  1.0103427409336059E-003                  9.3805276451495428E-003                  2.0850244238750358E-003                  4.0772218292556813E-003                  9.4891848394022746E-003                  3.6081792250315403E-003                 -9.7398473899999535E+044                 -1.4249042243696019E-010                  2.3101797444129337E-013                                        0                                        5 
                                     140                                      521                  3.0413355820292956E+006                  5.6327159234605979E+000                  1.3365049069580673E-002                  1.3365049063484871E-002                  2.3385375203326071E+003                  1.0738710759264684E-003                  1.9963677653440193E-001                  3.9635570872069184E+000                  1.4828435570692687E+001                  1.0144256314964466E+000                  5.6418282953718020E+000                  2.6105066883550379E+000                  1.1147190310738459E+001                  7.0999999999999985E-001                  2.8733433992170337E-005                  2.6997126656600795E-001                  3.4468833607861544E-003                  1.0103427409336059E-003                  9.3805276451495428E-003                  2.0850244238750358E-003                  4.0772218292556813E-003                  9.4891848394022746E-003                  3.6081792250315403E-003                 -1.4615124980096805E+045                 -9.7257307885796180E-011                  2.2898179722445036E-013                                        0                                        5 
                                     150                                      524                  1.2199004244576445E+007                  6.1708628852797300E+000                  1.3365049069580673E-002                  1.3365049050608651E-002                  1.8940845991158558E+003                  2.6935595466556506E-004                  1.5241148889739317E-001                  4.1980027735130214E+000                  1.5284893445212218E+001                  1.3596027649147449E+000                  5.6609410346767666E+000                  4.5974559800780215E+000                  1.0162224816884056E+001                  7.0999999999999985E-001                  2.8733433992205255E-005                  2.6997126656600795E-001                  3.4468833607861535E-003                  1.0103427409336059E-003                  9.3805276451495428E-003                  2.0850244238750358E-003                  4.0772218292556813E-003                  9.4891848394022746E-003                  3.6081792250315403E-003                 -1.9749102923614287E+045                 -7.4715912006137299E-011                  6.8809274461767068E-013                                        0                                        3 
