                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.03.1"                               "gfortran"                                 "13.1.0"                   "x86_64-macos-23.10.1"                                 "CRMATH"                               "20240725"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                     Teff                               luminosity                                   radius                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                        center_degeneracy                           center_entropy                               average_h1                              average_he3                              average_he4                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                            total_mass_h1                           total_mass_he4                                    tot_E                            rel_run_E_err                                rel_E_err                              num_retries                                num_iters 
                                      77                                      480                  5.7911217841186797E+001                  8.9824334329489497E-001                  6.5868469991559658E-003                  1.1897203204105759E-003                  2.4136191389950468E+003                  8.0419801744315532E-003                  5.1285805149948149E-001                  2.8367508469381781E+000                  1.2931212330474876E+001                 -2.5391427265019195E-001                  5.1659508441191155E+000                  1.6193901985704151E-001                  1.3117429664380108E+001                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -1.0716976933703263E+044                 -4.1898532937723870E-013                  4.1898532937723870E-013                                        0                                        4 
                                      80                                      480                  9.2467417371490725E+001                  1.1357870814377693E+000                  6.5868469991559658E-003                  1.1897203202717098E-003                  2.4082979697141222E+003                  7.9146278935296882E-003                  5.1103185482397440E-001                  2.8398492581058332E+000                  1.2931336398225412E+001                 -2.5384504315566669E-001                  5.1659961704641288E+000                  1.6195754730376644E-001                  1.3117412832731036E+001                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -1.0720293893076060E+044                 -1.2077529261062037E-011                  1.0897084174032827E-011                                        0                                        6 
                                      90                                      480                  5.1831184396247249E+002                  1.9275995419140175E+000                  6.5868469991559658E-003                  6.5868469991559658E-003                  2.4085767521995749E+003                  7.8807196302883315E-003                  5.0981794610444520E-001                  2.8419149649568509E+000                  1.2934528306903767E+001                 -2.5148690941231927E-001                  5.1666704984824658E+000                  1.6673138464802284E-001                  1.3112949488755911E+001                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -1.0760909843891589E+044                 -5.5247215504546445E-011                  3.6279160075915473E-013                                        0                                        2 
                                     100                                      480                  3.1550282903618968E+003                  2.7194120023902655E+000                  6.5868469991559658E-003                  6.5868469991559658E-003                  2.4102033014684253E+003                  7.6770271736833181E-003                  5.0250726594870876E-001                  2.8544605114238681E+000                  1.2953726136998096E+001                 -2.3734068584600770E-001                  5.1707431988933319E+000                  1.9531781594484030E-001                  1.3086236742531423E+001                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -1.1008243958984452E+044                 -6.3808996897620676E-011                  3.3682738313964796E-013                                        0                                        3 
                                     110                                      480                  1.9480881547074303E+004                  3.5112244628665139E+000                  6.5868469991559658E-003                  6.5868469991559658E-003                  2.4175720122028383E+003                  6.6545090835722735E-003                  4.6499933673846627E-001                  2.9218405361158490E+000                  1.3057256745352927E+001                 -1.6127491841934191E-001                  5.1924043269222313E+000                  3.5231149608753276E-001                  1.2939572527811045E+001                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -1.2403513246212393E+044                 -5.9906033782408732E-011                  3.3662431616112729E-013                                        0                                        3 
                                     120                                      490                  1.2044521984198113E+005                  4.3004127368157787E+000                  6.5868469991559658E-003                  6.5868469991559658E-003                  2.3963676191604695E+003                  3.6081810202006101E-003                  3.4849009159350908E-001                  3.1723643338083685E+000                  1.3412314749878979E+001                  9.7638725437400833E-002                  5.2630476463177782E+000                  9.2962589545578012E-001                  1.2401927476922083E+001                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -1.8178820931968894E+044                 -4.3841010231534202E-011                  2.9026060838581090E-013                                        0                                        4 
                                     130                                      505                  6.4425640948577574E+005                  4.9709189540872396E+000                  6.5868469991559658E-003                  6.5868469852252325E-003                  2.2163244079735337E+003                  1.1675809113851736E-003                  2.3175547107204950E-001                  3.5266852122344550E+000                  1.3977781774905964E+001                  5.1800253762501736E-001                  5.3440763961046986E+000                  2.2651175219410802E+000                  1.1348988117088377E+001                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -2.9934655552416902E+044                 -2.9069077173471012E-011                  4.2161989358528949E-013                                        0                                        3 
                                     140                                      509                  2.7710629533406855E+006                  5.5788185695986332E+000                  6.5868469991559658E-003                  6.5868469643695264E-003                  1.7943876338208456E+003                  2.6891799278217968E-004                  1.6967996118034492E-001                  3.7974840906667469E+000                  1.4446389845196336E+001                  8.7152513256006059E-001                  5.3679763885072811E+000                  4.2260417155406182E+000                  1.0293975231412995E+001                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -4.2114124912353425E+044                 -2.3089662020292824E-011                  3.5349118062912529E-013                                        0                                        3 
                                     150                                      509                  9.5299115580306090E+006                  5.8505190391989288E+000                  6.5868469991559658E-003                  6.5868469138647898E-003                  1.4019297083512279E+003                  6.9157461794255154E-005                  1.4096789205374538E-001                  3.9585047917238483E+000                  1.4751226501919705E+001                  1.1036819886734341E+000                  5.3339152522598399E+000                  6.7328713895172596E+000                  9.4505616365291907E+000                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -5.2393654987757541E+044                 -2.1598375340672791E-011                  2.3574744955013999E-013                                        0                                        3 
                                     160                                      517                  1.9325412637824643E+007                  6.1597349324214328E+000                  6.5868469991559658E-003                  6.5868467690995396E-003                  1.0852600973593283E+003                  2.1953482365756548E-005                  1.3253701962124462E-001                  4.0120708023200375E+000                  1.4859101402823105E+001                  1.1854803743686999E+000                  5.3022232619100285E+000                  8.2618333875073109E+000                  9.0982418637197569E+000                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -5.6659053984204413E+044                 -2.2186807856046151E-011                  2.1981777441456231E-013                                        0                                        3 
                                     170                                      532                  4.0503217530877642E+007                  6.5100937935568437E+000                  6.5868469991559658E-003                  6.5868465659599191E-003                  8.5771293564889436E+002                  7.8916225270092183E-006                  1.2721912167306557E-001                  4.0476404172448479E+000                  1.4931446109177275E+001                  1.2401202548948749E+000                  5.2715406725101577E+000                  9.6743644096438253E+000                  8.8355606601373733E+000                  7.1000000000000030E-001                  2.8733433992169392E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -5.9718724282006369E+044                 -2.3259541167436975E-011                  2.5804097114089739E-013                                        0                                        3 
                                     180                                      535                  9.7368970062388286E+007                  6.9573339415644924E+000                  6.5868469991559658E-003                  6.5868462944511930E-003                  6.7444042247423965E+002                  2.7981532896555116E-006                  1.2251851622596704E-001                  4.0803417457764839E+000                  1.4997545205477962E+001                  1.2899546836484630E+000                  5.2345078997402936E+000                  1.1401939410494611E+001                  8.5678561544725405E+000                  7.1000000000000030E-001                  2.8733433992169402E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -6.2666170042216551E+044                 -2.4274510836858283E-011                  2.0911343506442588E-013                                        0                                        3 
                                     190                                      535                  2.4098425189242774E+008                  7.2922404875896563E+000                  6.5868469991559658E-003                  6.5868458752091231E-003                  5.3329851491206148E+002                  1.0238322830786340E-006                  1.1852960087171899E-001                  4.1090915589851313E+000                  1.5054901030498357E+001                  1.3331155218390662E+000                  5.1929400031028079E+000                  1.3431186222987272E+001                  8.3042505619781330E+000                  7.1000000000000030E-001                  2.8733433992169449E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -6.5357188041792285E+044                 -2.5373286397048205E-011                  2.3105167507455502E-013                                        0                                        3 
                                     200                                      534                  6.2712087917362154E+008                  7.7464736601487356E+000                  6.5868469991559658E-003                  6.5868454539520140E-003                  4.2304858592371784E+002                  3.8068122880823767E-007                  1.1485592311986983E-001                  4.1364384096172593E+000                  1.5108371179476007E+001                  1.3732515884847383E+000                  5.1438968451105138E+000                  1.6014701724605704E+001                  8.0223396173026007E+000                  7.1000000000000030E-001                  2.8733433992169575E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -6.7974049042340624E+044                 -2.7188228024979491E-011                  1.9814602509606735E-013                                        0                                        4 
                                     210                                      533                  1.9694368125991080E+009                  8.3192902335068837E+000                  6.5868469991559658E-003                  6.5868469759280271E-003                  3.3856070894574555E+002                  1.4334493459978029E-007                  1.1004523075114765E-001                  4.1736027521381924E+000                  1.5179934906369494E+001                  1.4268128027013811E+000                  5.0565359636524798E+000                  2.1290566198147772E+001                  7.5656366844775347E+000                  7.1000000000000030E-001                  2.8733433992170208E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -7.1620245543568426E+044                 -2.8232237218916985E-011                  2.0752795770065215E-013                                        0                                        3 
                                     220                                      533                  4.3258375825961952E+009                  8.5153791592986998E+000                  6.5868469991559658E-003                  6.5868469615785550E-003                  2.6456189317184879E+002                  5.0708030642267996E-008                  1.0718572591727171E-001                  4.1964712958374264E+000                  1.5222854096278132E+001                  1.4587502136109032E+000                  4.9862957211779175E+000                  2.6301911543453954E+001                  7.2262901588254458E+000                  7.1000000000000030E-001                  2.8733433992171509E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -7.3888157473749501E+044                 -3.0028774598578983E-011                  1.9686904011359117E-013                                        0                                        3 
                                     230                                      533                  1.0601804291891178E+010                  9.0802181199901764E+000                  6.5868469991559658E-003                  6.5868469831796188E-003                  2.0995408898792428E+002                  1.9162680096334157E-008                  1.0462431105047137E-001                  4.2174799805905110E+000                  1.5261744946420139E+001                  1.4877228045506530E+000                  4.9032782637220844E+000                  3.3305449203006575E+001                  6.8525953432960875E+000                  7.1000000000000030E-001                  2.8733433992175568E-005                  2.6997126656600789E-001                  3.4468833607861557E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -7.5988753221959280E+044                 -3.1218248444536031E-011                  2.0331287243461367E-013                                        0                                        3 
                                     239                                      533                  2.0000000000000000E+010                  8.9814184703378412E+000                  6.5868469991559658E-003                  6.5868469593931217E-003                  1.6940998022339650E+002                  7.8808730820362812E-009                  1.0305340455892772E-001                  4.2306205148267395E+000                  1.5285963877858425E+001                  1.5057123905987482E+000                  4.8384580249578146E+000                  3.9757866697995503E+001                  6.5708594724048837E+000                  7.1000000000000030E-001                  2.8733433992182260E-005                  2.6997126656600789E-001                  3.4468833607861553E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750397E-003                  4.0772218292556795E-003                  4.6766613694007378E-003                  1.7782594270386446E-003                 -7.7326553858805905E+044                 -3.2631024258926096E-011                  1.9918066982392777E-013                                        0                                        3 
