                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.03.1"                               "gfortran"                                 "13.1.0"                   "x86_64-macos-23.10.1"                                 "CRMATH"                               "20240725"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                     Teff                               luminosity                                   radius                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                        center_degeneracy                           center_entropy                               average_h1                              average_he3                              average_he4                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                            total_mass_h1                           total_mass_he4                                    tot_E                            rel_run_E_err                                rel_E_err                              num_retries                                num_iters 
                                      77                                      469                  5.7911217841186797E+001                  8.9824334329489497E-001                  2.1955916992314629E-003                  2.1955916129144651E-003                  1.7013444616473842E+003                  3.2068040021374268E-004                  2.0611275388847308E-001                  3.1514094755468984E+000                  1.3298141345229048E+001                  2.3283299110715960E-001                  4.9843781241652030E+000                  3.4365667755371740E+000                  1.0636952364873180E+001                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -3.5023732923106597E+043                 -2.8333151628062983E-013                  2.8333151628062983E-013                                        0                                        2 
                                      80                                      469                  9.2467417371490725E+001                  1.1357870814377693E+000                  2.1955916992314629E-003                  2.1955916129103659E-003                  1.7013194524371502E+003                  3.2064275571923556E-004                  2.0610671516124512E-001                  3.1514349239898753E+000                  1.3298175956049590E+001                  2.3285841222926962E-001                  4.9843788473368420E+000                  3.4367334243408463E+000                  1.0636874265181937E+001                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -3.5025071489883814E+043                 -1.1103795829630873E-012                  2.8459308638969882E-013                                        0                                        2 
                                      90                                      469                  5.1831184396247249E+002                  1.9275995419140175E+000                  2.1955916992314629E-003                  2.1955916128599097E-003                  1.7010115883774174E+003                  3.2017966757407997E-004                  2.0603238549145159E-001                  3.1517482256468345E+000                  1.3298602093475624E+001                  2.3317141081698725E-001                  4.9843877128036578E+000                  3.4387861490786773E+000                  1.0635912507313149E+001                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -3.5041552917665659E+043                 -3.9235025081814530E-012                  2.7174123260338321E-013                                        0                                        2 
                                     100                                      469                  3.1550282903618968E+003                  2.7194120023902655E+000                  2.1955916992314629E-003                  2.1955916125497737E-003                  1.6991189356682705E+003                  3.1734552259779324E-004                  2.0557570521898555E-001                  3.1536756299732800E+000                  1.3301225111872798E+001                  2.3509831339791612E-001                  4.9844407127590689E+000                  3.4514582299330447E+000                  1.0629985405735940E+001                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -3.5143027591777223E+043                 -6.7760281989094621E-012                  2.9716455544811925E-013                                        0                                        2 
                                     110                                      469                  1.9480881547074303E+004                  3.5112244628665139E+000                  2.1955916992314629E-003                  2.1955916107867617E-003                  1.6879195583896496E+003                  3.0099680747664408E-004                  2.0287597242519093E-001                  3.1651579784999178E+000                  1.3316904418782771E+001                  2.4662725201093377E-001                  4.9847000056970758E+000                  3.5285620668946600E+000                  1.0594289502061756E+001                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -3.5750460003504074E+043                 -4.0842423311854440E-011                  1.6236439498784264E-011                                        0                                        2 
                                     120                                      469                  1.2056626178341814E+005                  4.3030369233427619E+000                  2.1955916992314629E-003                  2.1955916056274625E-003                  1.6295808904285127E+003                  2.2874798548794625E-004                  1.8974919998597931E-001                  3.2232593004714571E+000                  1.3397600074771415E+001                  3.0622839413275543E-001                  4.9843202172427050E+000                  3.9657074334278573E+000                  1.0404353577581897E+001                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -3.8892575912866196E+043                 -4.0274025136747525E-011                  2.7615470378980217E-013                                        0                                        3 
                                     130                                      468                  7.0713772458184522E+005                  4.9428577230252673E+000                  2.1955916992314629E-003                  2.1955915322976216E-003                  1.3644946863546586E+003                  7.9205003399676968E-005                  1.5925232143327039E-001                  3.3754476639046134E+000                  1.3626244113268493E+001                  4.7724689528641684E-001                  4.9623365658087693E+000                  5.7606999425078618E+000                  9.7922894664234814E+000                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -4.8008740707639610E+043                 -3.5401836529017417E-011                  2.7188465229099329E-013                                        0                                        3 
                                     140                                      472                  1.7034061565626927E+006                  5.0842947935567517E+000                  2.1955916992314629E-003                  2.1955912562462198E-003                  1.0678072366296713E+003                  2.5386379926392769E-005                  1.4722034425856070E-001                  3.4436835496061917E+000                  1.3737750137231306E+001                  5.6170883609961453E-001                  4.9352890776419276E+000                  7.1506756896215657E+000                  9.4278008510886959E+000                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -5.3052069143364914E+043                 -3.4433505127104345E-011                  2.3222429341399084E-013                                        0                                        3 
                                     150                                      497                  4.0738196763882320E+006                  5.5246044485468575E+000                  2.1955916992314629E-003                  2.1955908697539593E-003                  8.4257203744664957E+002                  8.8904654428739326E-006                  1.3992693646946244E-001                  3.4878165557282501E+000                  1.3809943814066965E+001                  6.1699453615330224E-001                  4.9083316254575546E+000                  8.3969634181204285E+000                  9.1481757490543298E+000                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -5.6935280669587284E+043                 -3.4394277283153802E-011                  2.5726239288829341E-013                                        0                                        3 
                                     160                                      498                  1.0615374665997367E+007                  5.9651871811531958E+000                  2.1955916992314629E-003                  2.1955902621779468E-003                  6.6346114457908084E+002                  3.1343506190877549E-006                  1.3399727356875382E-001                  3.5254272836965601E+000                  1.3870164936384112E+001                  6.6343944646395969E-001                  4.8780112244363938E+000                  9.7799305369683935E+000                  8.8796180434795584E+000                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -6.0719255561307978E+043                 -3.4532997274057022E-011                  2.4432897428751713E-013                                        0                                        3 
                                     170                                      498                  2.8824779954601675E+007                  6.4064683736519612E+000                  2.1955916992314629E-003                  2.1955893681550875E-003                  5.2292284261461737E+002                  1.1209388401338278E-006                  1.2899381670283119E-001                  3.5584814215707175E+000                  1.3923443510750438E+001                  7.0444177678153774E-001                  4.8448868691050340E+000                  1.1344149130643387E+001                  8.6135187227772310E+000                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -6.4469290323466440E+043                 -3.4750494257582037E-011                  2.2151440199734901E-013                                        0                                        3 
                                     180                                      498                  8.2165246744790971E+007                  6.9626983139846326E+000                  2.1955916992314629E-003                  2.1955886587758278E-003                  4.1879459747119841E+002                  4.2771803159489731E-007                  1.2423094804809930E-001                  3.5911596085358819E+000                  1.3976290364960196E+001                  7.4479197100003969E-001                  4.8061040290554127E+000                  1.3265355255973507E+001                  8.3234515847223935E+000                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -6.8401237089140362E+043                 -4.2016734868397112E-011                  7.3430958437919313E-012                                        0                                        3 
                                     190                                      497                  2.7604784941109174E+008                  7.4516564666255620E+000                  2.1955916992314629E-003                  2.1955916560416557E-003                  3.3243707173543709E+002                  1.5283798223226061E-007                  1.1785551561948088E-001                  3.6369193830014623E+000                  1.4054169380408508E+001                  8.0417412491675344E-001                  4.7304922530026161E+000                  1.7326120968836332E+001                  7.8456710376026644E+000                  7.1000000000000074E-001                  2.8733433992169392E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -7.4145686190087342E+043                 -4.1154760003341347E-011                  2.2546345107188067E-013                                        0                                        3 
                                     200                                      497                  6.2320300362352359E+008                  7.6611946624705975E+000                  2.1955916992314629E-003                  2.1955916376534467E-003                  2.6038720569415455E+002                  5.3904767925046939E-008                  1.1408471690384600E-001                  3.6651642693884376E+000                  1.4103096283002138E+001                  8.4156529849232264E-001                  4.6640866719820391E+000                  2.1403057430752973E+001                  7.5003747012221806E+000                  7.1000000000000074E-001                  2.8733433992169399E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -7.7690573429170373E+043                 -4.1314991787867131E-011                  1.9783949132233113E-013                                        0                                        3 
                                     210                                      497                  1.5468906569387927E+009                  8.2497164622478110E+000                  2.1955916992314629E-003                  2.1955916716361414E-003                  2.0726768932129130E+002                  2.0352618506350755E-008                  1.1063692467084481E-001                  3.6918190167720630E+000                  1.4148763653342865E+001                  8.7607214027579450E-001                  4.5871259383541574E+000                  2.6955058225545436E+001                  7.1312217314551596E+000                  7.1000000000000074E-001                  2.8733433992169466E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -8.0950567467695537E+043                 -4.1706863344831747E-011                  2.0002646331434948E-013                                        0                                        3 
                                     220                                      497                  3.3753555810158496E+009                  8.4102467723234380E+000                  2.1955916992314629E-003                  2.1955916283047461E-003                  1.6132845155405215E+002                  7.1207586283724874E-009                  1.0801755989866665E-001                  3.7126304826887710E+000                  1.4184530616629136E+001                  9.0290678798943824E-001                  4.5123545138169545E+000                  3.3375166520132126E+001                  6.7917713913194167E+000                  7.1000000000000074E-001                  2.8733433992169561E-005                  2.6997126656600801E-001                  3.4468833607861553E-003                  1.0103427409336064E-003                  9.3805276451495480E-003                  2.0850244238750362E-003                  4.0772218292556752E-003                  1.5588701064543403E-003                  5.9274667190333170E-004                 -8.3482758114835645E+043                 -4.2706452666036750E-011                  4.7238278636204964E-013                                        0                                        3 
