                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.03.1"                               "gfortran"                                 "13.1.0"                   "x86_64-macos-23.10.1"                                 "CRMATH"                               "20240725"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                     Teff                               luminosity                                   radius                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                        center_degeneracy                           center_entropy                               average_h1                              average_he3                              average_he4                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                            total_mass_h1                           total_mass_he4                                    tot_E                            rel_run_E_err                                rel_E_err                              num_retries                                num_iters 
                                      77                                      531                  5.7911217841186797E+001                  8.9824334329489497E-001                  9.3556432344946393E-003                  4.0256717504096441E-004                  2.5143478514629937E+003                  9.5171251143655062E-003                  5.1410914462246049E-001                  2.9870306217517011E+000                  1.3149542161803724E+001                 -1.6799087472169857E-001                  5.2764513396287240E+000                 -7.6650260794424274E-002                  1.3332230214970913E+001                  7.0999999999999985E-001                  2.8733433992169388E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -2.3392860235655583E+044                 -3.1684003275120297E-013                  3.1684003275120297E-013                                        0                                        4 
                                      80                                      531                  9.2467417371490725E+001                  1.1357870814377693E+000                  9.3556432344946393E-003                  4.0256717488679455E-004                  2.5119598511252270E+003                  9.4554078957609748E-003                  5.1341423715541934E-001                  2.9882054642116671E+000                  1.3149639663742038E+001                 -1.6793572599114831E-001                  5.2764868439475077E+000                 -7.6636267426453478E-002                  1.3332215707483597E+001                  7.0999999999999985E-001                  2.8733433992169388E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -2.3396808544627139E+044                 -4.3705879140760281E-011                  3.3321002633899409E-013                                        0                                        6 
                                      90                                      531                  5.1831184396247249E+002                  1.9275995419140175E+000                  9.3556432344946393E-003                  9.3556432344946393E-003                  2.5121514678078374E+003                  9.4316830579934240E-003                  5.1269150035442124E-001                  2.9894290443748961E+000                  1.3151713505573289E+001                 -1.6638603415334607E-001                  5.2769163965565147E+000                 -7.3527213486180326E-002                  1.3329345061285187E+001                  7.0999999999999985E-001                  2.8733433992169388E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -2.3445383174901070E+044                 -8.3167935458039967E-011                  3.5820208882329160E-013                                        0                                        2 
                                     100                                      531                  3.1550282903618968E+003                  2.7194120023902655E+000                  9.3556432344946393E-003                  9.3556432344946393E-003                  2.5132049026236500E+003                  9.2812857099303959E-003                  5.0816112204686414E-001                  2.9971384087757929E+000                  1.3164147426784320E+001                 -1.5716782854062183E-001                  5.2795542344204067E+000                 -5.5392920677688397E-002                  1.3312592059956247E+001                  7.0999999999999985E-001                  2.8733433992169388E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -2.3743091782648730E+044                 -8.5258289712348931E-011                 -8.6392166035988521E-013                                        0                                        2 
                                     110                                      531                  1.9480881547074303E+004                  3.5112244628665139E+000                  9.3556432344946393E-003                  9.3556432344946393E-003                  2.5186685105965644E+003                  8.4668373006211474E-003                  4.8324986693305166E-001                  3.0407977932627639E+000                  1.3234796027444633E+001                 -1.0470053540292502E-001                  5.2944342067182388E+000                  4.9668326939411270E-002                  1.3215535373899142E+001                  7.0999999999999985E-001                  2.8733433992169388E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -2.5480416276383417E+044                 -8.4131595856240263E-011                  3.0456325493649548E-013                                        0                                        3 
                                     120                                      538                  1.2056626178341814E+005                  4.3030369233427619E+000                  9.3556432344946393E-003                  9.3556432344946393E-003                  2.5309390690219088E+003                  5.6886522371230198E-003                  3.9227847074966915E-001                  3.2219523323174251E+000                  1.3531817925558441E+001                  1.1633668320430546E-001                  5.3543505017452242E+000                  5.2859948885637909E-001                  1.2776451965841687E+001                  7.0999999999999985E-001                  2.8733433992169388E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -3.3671421914106707E+044                 -6.6264017937161020E-011                  2.8412226391869093E-013                                        0                                        5 
                                     130                                      553                  6.5563825730596064E+005                  4.9791268411618503E+000                  9.3556432344946393E-003                  9.3556432344946393E-003                  2.4164451588539359E+003                  2.0777348983450324E-003                  2.6007244553819592E-001                  3.5789525965108506E+000                  1.4095437075137092E+001                  5.3432529125441131E-001                  5.4514667338355594E+000                  1.6429178090057854E+000                  1.1821331015383743E+001                  7.0999999999999985E-001                  2.8733433992169388E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -5.3674771424651343E+044                 -4.3945358747119161E-011                  2.5521392891158058E-013                                        0                                        5 
                                     140                                      560                  2.9679434219528935E+006                  5.5388518758618472E+000                  9.3556432344946393E-003                  9.3556432098041101E-003                  2.0328701289813321E+003                  5.0702862281076886E-004                  1.8153072013934071E-001                  3.8912410184538384E+000                  1.4656478313288655E+001                  9.5853131901560440E-001                  5.5063339991525284E+000                  3.4332087856249531E+000                  1.0668075100495132E+001                  7.0999999999999985E-001                  2.8733433992169399E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -7.9182770999707227E+044                 -3.1776605499223007E-011                  1.8230444612947854E-013                                        0                                        3 
                                     150                                      560                  1.1890599479120165E+007                  6.1813184734628415E+000                  9.3556432344946393E-003                  9.3556431993649432E-003                  1.6313610721765440E+003                  1.3260975638310871E-004                  1.4415865102280906E-001                  4.0914598600798691E+000                  1.5041949759428261E+001                  1.2510488239225368E+000                  5.4920008422719402E+000                  5.8301667855920805E+000                  9.7220063280768656E+000                  7.0999999999999985E-001                  2.8733433992169568E-005                  2.6997126656600801E-001                  3.4468833607861574E-003                  1.0103427409336072E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  4.0772218292556743E-003                  6.6425066964911931E-003                  2.5257548535562212E-003                 -1.0315962618826080E+045                 -2.8394136920745146E-011                  1.2165361009894380E-012                                        0                                        3 
