                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.03.1"                               "gfortran"                                 "13.1.0"                   "x86_64-macos-23.10.1"                                 "CRMATH"                               "20240801"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                     Teff                               luminosity                                   radius                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                        center_degeneracy                           center_entropy                               average_h1                              average_he3                              average_he4                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                            total_mass_h1                           total_mass_he4                                    tot_E                            rel_run_E_err                                rel_E_err                              num_retries                                num_iters 
                                      77                                      445                  5.7911217841186797E+001                  8.9824334329489497E-001                  7.8278236384240443E-004                  7.8278169759603202E-004                  1.2565422159099230E+003                  9.6667479184032231E-005                  2.0746230051741008E-001                  2.6978302808839389E+000                  1.2658796678039131E+001                 -2.0581559953789436E-002                  4.6709908957897008E+000                  4.5973783057782089E+000                  1.0111730780559343E+001                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -3.4535634706949465E+042                 -3.8246930543648154E-013                  3.8246930543648154E-013                                        0                                        2 
                                      80                                      445                  9.2467417371490725E+001                  1.1357870814377693E+000                  7.8278236384240443E-004                  7.8278169747440795E-004                  1.2564662743369645E+003                  9.6631452067189784E-005                  2.0744871160502984E-001                  2.6978871758757945E+000                  1.2658858743989171E+001                 -2.0538264252558745E-002                  4.6709903148253584E+000                  4.5977839989178282E+000                  1.0111592917476070E+001                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -3.4539668698026998E+042                 -1.6105202441755362E-012                  4.2220826697202216E-013                                        0                                        2 
                                      90                                      445                  5.1831184396247249E+002                  1.9275995419140175E+000                  7.8278236384240443E-004                  7.8278169646013964E-004                  1.2555307344292555E+003                  9.6189069084788275E-005                  2.0728187331724973E-001                  2.6985860098108443E+000                  1.2659621247853124E+001                 -2.0006295848836401E-002                  4.6709829375425631E+000                  4.6027741965099755E+000                  1.0109897861957458E+001                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -3.4589246213511435E+042                 -5.6402836675570910E-012                  4.2661366995958326E-013                                        0                                        2 
                                     100                                      445                  3.1550282903618968E+003                  2.7194120023902655E+000                  7.8278236384240443E-004                  7.8278169000153776E-004                  1.2497523759501266E+003                  9.3514252149758931E-005                  2.0627382468143213E-001                  2.7028204172117154E+000                  1.2664247594970574E+001                 -1.6776139822638737E-002                  4.6709286447842215E+000                  4.6332948432786827E+000                  1.0099559725371684E+001                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -3.4890779836170735E+042                 -1.0640937202475132E-011                  9.2958739190039849E-013                                        0                                        2 
                                     110                                      445                  1.9480881547074303E+004                  3.5112244628665139E+000                  7.8278236384240443E-004                  7.8278164516821700E-004                  1.2150108905609013E+003                  7.9210959324907092E-005                  2.0085629898145171E-001                  2.7259377476397049E+000                  1.2689662329456519E+001                  1.0448184392148423E-003                  4.6703356722662113E+000                  4.8086971920057149E+000                  1.0041130309233797E+001                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -3.6570596384053876E+042                 -4.4803423526092642E-011                  3.8014328492703038E-013                                        0                                        3 
                                     120                                      454                  1.2056626178341814E+005                  4.3030369233427619E+000                  7.8278236384240443E-004                  7.8278133337553906E-004                  1.0518092010199596E+003                  3.7021394841736119E-005                  1.8323381267717145E-001                  2.8056974229616136E+000                  1.2779133728999387E+001                  6.4811643527889540E-002                  4.6638063789185820E+000                  5.5482803136718646E+000                  9.8110476169879366E+000                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -4.2850147993743671E+042                 -4.1654588376302483E-011                  3.6228038453694990E-013                                        0                                        3 
                                     130                                      473                  4.7781414331342338E+005                  4.7589118560773160E+000                  7.8278236384240443E-004                  7.8278059319718501E-004                  8.3217221328587300E+002                  1.1823654120822236E-005                  1.6542555430092987E-001                  2.8945034626380894E+000                  1.2880723531825241E+001                  1.3892165650899044E-001                  4.6461056104496459E+000                  6.6969239429488212E+000                  9.4961903045989100E+000                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -5.0970939617042146E+042                 -3.8070144010667531E-011                  3.2083355813774681E-013                                        0                                        3 
                                     140                                      476                  1.5247901219068086E+006                  5.1971761024622634E+000                  7.8278236384240443E-004                  7.8277956562642086E-004                  6.5712119650478019E+002                  3.8952264118184564E-006                  1.5227498361633499E-001                  2.9664515368121283E+000                  1.2959389287376755E+001                  1.9736476874884182E-001                  4.6223289993417929E+000                  7.9335004855007369E+000                  9.2022243413046869E+000                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -5.8660064695439994E+042                 -3.5809159401143748E-011                  1.4223843611669374E-013                                        0                                        3 
                                     150                                      477                  4.5403191323674945E+006                  5.6539506445836585E+000                  7.8278236384240443E-004                  7.8277789933801261E-004                  5.2070237847675128E+002                  1.3478490629103782E-006                  1.4265751954335590E-001                  3.0231193227893201E+000                  1.3021006374848188E+001                  2.4455413836386905E-001                  4.5936740131600882E+000                  9.2859022483122295E+000                  8.9250664313956491E+000                  7.1000000000000019E-001                  2.8733433992169382E-005                  2.6997126656600801E-001                  3.4468833607861566E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556752E-003                  5.5577547832810726E-004                  2.1132874621206763E-004                 -6.6206971006146226E+042                 -3.4387082555663358E-011                  2.7747878967744341E-013                                        0                                        3 
