                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20241009"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                     Teff                               luminosity                                   radius                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                        center_degeneracy                           center_entropy                               average_h1                               average_h2                              average_he3                              average_he4                              average_li7                              average_be7                               average_b8                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                            total_mass_h1                           total_mass_he4                                 delta_nu                                   nu_max                          acoustic_cutoff                          acoustic_radius                                    tot_E                            rel_run_E_err                                rel_E_err                              num_retries                                num_iters 
                                      77                                      430                  5.7911217841186797E+001                  8.9824334329489497E-001                  2.6728794933779713E-004                  2.6714227687376680E-004                  5.2839379442564314E+002                  2.0133317027140053E-005                  5.3542101115564245E-001                  1.4076561865533548E+000                  1.0927058185593694E+001                 -1.0210264121568093E+000                  4.1745514694739700E+000                 -2.6883823556254187E+000                  9.8609561563438106E+000                  7.0570000000000088E-001                  2.7809999999999793E-005                  3.4610000000000314E-005                  2.7689999999999992E-001                  1.0771934046337797E-008                  4.2459225910191830E-086                  1.0000000000000002E-099                  2.9880308009149329E-003                  8.7584490491778130E-004                  8.1317824244995646E-003                  1.8074638875443620E-003                  3.5344472101892783E-003                  1.8862510584768369E-004                  7.4012033171636006E-005                  6.1289844435945460E+000                  9.4850905594413266E+000                  1.7780390231884731E+001                  8.1579583795901824E+004                  2.8828193664853870E+040                  3.2008557675274363E-012                  3.2008557675274363E-012                                        0                                        2 
                                      80                                      430                  9.2467417371490725E+001                  1.1357870814377693E+000                  2.6728794933779713E-004                  2.6714240091527353E-004                  5.2841217542872289E+002                  2.0119447704907288E-005                  5.3519932439390028E-001                  1.4080158932972480E+000                  1.0927441782160807E+001                 -1.0207620155589532E+000                  4.1746267792786798E+000                 -2.6865396521404903E+000                  9.8607536457834346E+000                  7.0570000000000088E-001                  2.7809999999999688E-005                  3.4610000000000497E-005                  2.7689999999999992E-001                  1.0771934046337797E-008                  4.2502792720752837E-086                  1.0000000000000002E-099                  2.9880308009149329E-003                  8.7584490491778130E-004                  8.1317824244995646E-003                  1.8074638875443620E-003                  3.5344472101892783E-003                  1.8862510584768369E-004                  7.4012033171636006E-005                  6.1324481918266738E+000                  9.4927847818710696E+000                  1.7794808828792114E+001                  8.1533505764696049E+004                  2.8744426326654707E+040                  1.2280021065640786E-011                  3.1970617210964793E-012                                        0                                        2 
                                      90                                      429                  5.1831184396247249E+002                  1.9275995419140175E+000                  2.6728794933779713E-004                  2.6714394118485636E-004                  5.2857176486526782E+002                  1.9940602660700809E-005                  5.3249358483133780E-001                  1.4124182463216723E+000                  1.0932121639904667E+001                 -1.0175359480610262E+000                  4.1755442704026704E+000                 -2.6643801311587945E+000                  9.8582741756877859E+000                  7.0570000000000088E-001                  2.7809999999998089E-005                  3.4610000000002909E-005                  2.7689999999999992E-001                  1.0771934046337797E-008                  4.3038076838977373E-086                  1.0000000000000002E-099                  2.9880308009149329E-003                  8.7584490491778130E-004                  8.1317824244995646E-003                  1.8074638875443620E-003                  3.5344472101892783E-003                  1.8862510584768369E-004                  7.4012033171636006E-005                  6.1750236908747160E+000                  9.5880527686121457E+000                  1.7973370606074170E+001                  8.0971349266058125E+004                  2.7717540788388682E+040                  3.8164795309774967E-011                 -1.2369472640456424E-013                                        0                                        2 
                                     100                                      431                  3.1550282903618968E+003                  2.7194120023902655E+000                  2.6728794933779713E-004                  2.6715217648717984E-004                  5.2911872448678446E+002                  1.8876330451549032E-005                  5.1701802621162074E-001                  1.4380356356533601E+000                  1.0959274864490173E+001                 -9.9879850514301360E-001                  4.1808196539931117E+000                 -2.5459060384973782E+000                  9.8435681325396960E+000                  7.0570000000000088E-001                  2.7809999999987830E-005                  3.4610000000018244E-005                  2.7689999999999992E-001                  1.0771934046337797E-008                  4.6289155419874014E-086                  1.0000000000000002E-099                  2.9880308009149329E-003                  8.7584490491778130E-004                  8.1317824244995646E-003                  1.8074638875443620E-003                  3.5344472101892783E-003                  1.8862510584768369E-004                  7.4012033171636006E-005                  6.4289764606825557E+000                  1.0165370678441274E+001                  1.9055845465440242E+001                  7.7772877698002281E+004                  2.1577805447781260E+040                  1.9312352302953743E-010                  4.1163684617361856E-012                                        0                                        3 
                                     110                                      431                  1.9480881547074303E+004                  3.5112244628665139E+000                  2.6728794933779713E-004                  2.6718373710418313E-004                  5.2838805997299119E+002                  1.4387115691423008E-005                  4.5262031057662783E-001                  1.5535789297750797E+000                  1.1081798635697474E+001                 -9.1364482868769614E-001                  4.2033282029716883E+000                 -2.0860112356134071E+000                  9.7704237996696968E+000                  7.0570000000000077E-001                  2.7809999999911735E-005                  3.4610000000132411E-005                  2.7689999999999976E-001                  1.0771934046337795E-008                  6.4553759437434031E-086                  5.0989751287225920E-103                  2.9880308009149329E-003                  8.7584490491778130E-004                  8.1317824244995646E-003                  1.8074638875443612E-003                  3.5344472101892770E-003                  1.8862510584768366E-004                  7.4012033171635966E-005                  7.7170954356941115E+000                  1.3272923202003801E+001                  2.4892646237145204E+001                  6.4791216354191383E+004                 -1.0159969394512307E+040                 -5.0106943213357007E-010                  9.6389516608601084E-012                                        0                                        3 
                                     120                                      439                  1.2056626178341814E+005                  4.3030369233427619E+000                  2.6728794933779713E-004                  2.6722804319380367E-004                  5.0279240078269578E+002                  6.2929519739891971E-006                  3.3060008377570643E-001                  1.8264410877830350E+000                  1.1372041227613142E+001                 -7.1098796118736329E-001                  4.2422574267570354E+000                 -8.7747026378438109E-001                  9.5472267200761323E+000                  7.0570000000000044E-001                  2.7809999999116206E-005                  3.4610000001325690E-005                  2.7689999999999976E-001                  1.0771934046337795E-008                  1.4637083169318036E-085                  1.0000000252599721E-099                  2.9880308009149312E-003                  8.7584490491778076E-004                  8.1317824244995646E-003                  1.8074638875443601E-003                  3.5344472101892749E-003                  1.8862510584768355E-004                  7.4012033171635966E-005                  1.1979012879559221E+001                  2.5504151799469916E+001                  4.7921644365482820E+001                  4.1739666283621023E+004                 -1.1684627196320538E+041                 -5.3389838474463826E-011                 -1.3984877946052659E-012                                        0                                        3 
                                     130                                      451                  7.4646029236494121E+005                  5.0948493838190094E+000                  2.6728794933779713E-004                  2.6725250542924332E-004                  4.3312392018052668E+002                  1.6600194545837421E-006                  2.2881548473030738E-001                  2.1460761837271023E+000                  1.1705483870118021E+001                 -4.7237114270401509E-001                  4.2604133802533557E+000                  1.4201405163989216E+000                  9.1652965190378985E+000                  7.0569999999999455E-001                  2.7809999988929442E-005                  3.4610000016605738E-005                  2.7689999999999976E-001                  1.0771934046337795E-008                  3.9879772785260363E-085                  1.0000000922125960E-099                  2.9880308009149295E-003                  8.7584490491778022E-004                  8.1317824244995646E-003                  1.8074638875443581E-003                  3.5344472101892723E-003                  1.8862510584768198E-004                  7.4012033171635966E-005                  1.9933753889495517E+001                  5.7363315984555300E+001                  1.0789226902388765E+002                  2.5083082833860251E+004                 -3.2120143773014238E+041                 -2.4038270128126472E-011                  4.8152067671676867E-013                                        0                                        4 
                                     140                                      461                  4.3707584734170707E+006                  5.7532970721336909E+000                  2.6728794933779713E-004                  2.6728774912276182E-004                  3.6124770245690723E+002                  4.0563052468282328E-007                  1.6259541251461782E-001                  2.4428304299642702E+000                  1.2005639167093765E+001                 -2.6731101630684806E-001                  4.2376497565909270E+000                  3.5008388893459070E+000                  8.5867134076686096E+000                  7.0569999999993394E-001                  2.7809999869665858E-005                  3.4610000195501149E-005                  2.7689999999999976E-001                  1.0771934046337795E-008                  1.0653725593467752E-084                  1.0000001151483230E-099                  2.9880308009149264E-003                  8.7584490491777979E-004                  8.1317824244995646E-003                  1.8074638875443577E-003                  3.5344472101892701E-003                  1.8862510584766577E-004                  7.4012033171635966E-005                  3.2999943605957370E+001                  1.2439188027247604E+002                  2.3392987971711469E+002                  1.5151541044140957E+004                 -6.3113596282327146E+041                 -2.3343091557963762E-011                  4.3188621542150385E-013                                        0                                        3 
                                     150                                      472                  1.4494150395971380E+007                  6.1639726798336092E+000                  2.6728794933779713E-004                  2.6728771091624146E-004                  2.8267147094830835E+002                  1.0688955199596831E-007                  1.3631913810438223E-001                  2.5959333432636433E+000                  1.2159067700252862E+001                 -1.6256685677072491E-001                  4.1802060537711272E+000                  4.6836743575854367E+000                  8.1314544225757910E+000                  7.0569999999967370E-001                  2.7809999347849361E-005                  3.4610000978225817E-005                  2.7689999999999976E-001                  1.0771934046337795E-008                  1.8174332373140584E-084                  1.0000001151483230E-099                  2.9880308009149247E-003                  8.7584490491777935E-004                  8.1317824244995646E-003                  1.8074638875443571E-003                  3.5344472101892692E-003                  1.8862510584759625E-004                  7.4012033171635966E-005                  4.4290570594162709E+001                  2.0005826737521033E+002                  3.7742957579625232E+002                  1.1289084635678586E+004                 -8.5302019690165187E+041                 -2.0522690186366715E-011                  3.0204005908898173E-013                                        0                                        3 
