# eta[dimensionless] P[GPa]
2.646664869381671004e+00 8.975615461551675889e-01
2.654945549661964943e+00 9.518375873390428898e-01
2.670267774947113537e+00 1.020044261361464866e+00
2.692075547091456578e+00 1.102812999028107699e+00
2.718273422369066328e+00 1.199751018959105853e+00
2.746911404918161104e+00 1.310526869709281117e+00
2.777823475756934446e+00 1.436323690190092428e+00
2.810710961014796894e+00 1.578360788607030329e+00
2.844106055205307015e+00 1.736554133850200410e+00
2.877090422176292961e+00 1.911616411195200760e+00
2.910672465293800748e+00 2.108682897915416188e+00
2.945215868772130818e+00 2.328014687441116060e+00
2.980277877356853899e+00 2.571232567301813710e+00
3.015021100010311095e+00 2.839219514236438258e+00
3.049642685533818565e+00 3.134693623792159656e+00
3.084398103694357740e+00 3.460723610328535038e+00
3.119327158245896126e+00 3.820479462313324248e+00
3.154514213669063150e+00 4.217728059242820571e+00
3.190092314029550291e+00 4.656765805161140470e+00
3.225751652102100575e+00 5.141750209057188492e+00
3.262055696474752686e+00 5.683297560207753563e+00
3.298318024566717632e+00 6.280880779203624975e+00
3.335488633843993078e+00 6.944326170001793308e+00
3.373646083166589982e+00 7.681896366377825025e+00
3.410898455391774053e+00 8.496593366934884983e+00
3.446176046907864610e+00 9.393734902216067439e+00
3.480232663049128483e+00 1.038656461697259914e+01
3.513715530276767307e+00 1.148919689673624234e+01
3.544389996341732907e+00 1.270911373718592685e+01
3.685428910374235034e+00 2.360044385468608752e+01
3.784631237531911996e+00 2.683523977687872630e+01
3.924308454572376537e+00 3.093898068687122915e+01
4.108138860784715796e+00 3.615830360367753826e+01
4.410094183656088518e+00 4.339295814448500010e+01
4.748006008447425152e+00 5.246639948872711301e+01
4.982582818023202798e+00 6.221872772956338338e+01
5.112751035836293312e+00 7.247541235629607570e+01
5.184809308075847945e+00 8.379169727096649467e+01
5.231344957849396238e+00 9.674023941238451130e+01
5.272645130654095347e+00 1.119047741549129142e+02
5.316184271999355282e+00 1.297587411930249459e+02
5.352624506200726273e+00 1.503477194242235555e+02
5.377801322740817902e+00 1.737529063587284384e+02
5.402211692177318447e+00 2.007391457304461539e+02
5.430115716810887783e+00 2.320418565218895708e+02
5.451222965728262260e+00 2.677438550938408071e+02
