# eta[dimensionless] P[GPa]
2.543529111586188662e+00 1.711136291268650567e+01
2.574898636026497378e+00 1.786947429625213246e+01
2.609445586240803472e+00 1.874303728237976685e+01
2.648135971135412881e+00 1.975917964121840242e+01
2.690413087285053351e+00 2.092250735772820391e+01
2.736414568848477114e+00 2.224923251286244152e+01
2.786244252918131714e+00 2.375784719122611932e+01
2.839439297879949642e+00 2.545894600525798168e+01
2.895859070575899086e+00 2.737030403091438302e+01
2.955380434899566922e+00 2.951564689163361166e+01
3.018137391865893360e+00 3.193209317313084838e+01
3.082805034248072840e+00 3.461669370081453678e+01
3.148798772537550583e+00 3.758945946024520168e+01
3.215669181372678320e+00 4.087641039592040926e+01
3.282877611430958353e+00 4.450558270372106762e+01
3.350588359343794842e+00 4.855062268794233660e+01
3.417554555739286570e+00 5.302378649601293858e+01
3.483043396795844959e+00 5.796021582489122181e+01
3.546541018945999824e+00 6.341273168344654465e+01
3.607563578128351267e+00 6.944346056736384298e+01
3.665663446959007032e+00 7.612527446805434295e+01
3.720536853965995316e+00 8.356426266610397136e+01
3.771754540667784372e+00 9.186918122230258632e+01
3.818860994203323145e+00 1.011240291851032538e+02
3.861685832856626810e+00 1.114611491675599382e+02
3.900145300932309489e+00 1.230331779575461439e+02
3.934245094601331427e+00 1.360154951714854121e+02
3.964080669964041626e+00 1.506089574308844306e+02
3.989831467445968727e+00 1.670428068106567991e+02
4.011751181725138338e+00 1.855778821753960415e+02
4.030154080871080957e+00 2.065101547147016561e+02
4.045397324859592025e+00 2.301745566860582244e+02
4.057861814064292361e+00 2.569491967809623816e+02
4.067933000759000883e+00 2.872599773186851735e+02
4.075983291835759914e+00 3.215856763390522133e+02
4.082357586485461098e+00 3.604635673002971430e+02
4.087361709327690384e+00 4.044955298563776296e+02
4.091258146013942998e+00 4.543551603021548999e+02
4.094252030995360059e+00 5.107939505073410373e+02
4.096520379367500908e+00 5.746536717139501889e+02
4.098184976804970070e+00 6.468711435287785889e+02
4.099326899114959843e+00 7.284906864194466607e+02
4.100009607124546207e+00 8.206787387895502661e+02
4.100259168356299888e+00 9.247323367198201822e+02
4.100093662912486003e+00 1.042099694164884340e+03
4.099527106630605822e+00 1.174396811274594938e+03
4.098565372206056878e+00 1.323425768389912719e+03
4.097216239888732403e+00 1.491198933138371558e+03
4.095491592612284570e+00 1.679964771121217154e+03
4.093409023683085124e+00 1.892237208552481206e+03
4.090992651814064907e+00 2.130828894860156197e+03
4.088273028391696151e+00 2.398888778339257897e+03
