# eta[dimensionless] P[GPa]
2.097993007263655674e+00 2.751082864236860548e+00
2.165121249379874602e+00 3.103419576782362910e+00
2.227245914542940852e+00 3.476835867150289250e+00
2.285725417414686600e+00 3.874762469674214227e+00
2.342164298416284041e+00 4.304369649271257536e+00
2.396752020878527123e+00 4.765908773275631560e+00
2.450221983931156089e+00 5.263583973246242387e+00
2.503239645436503125e+00 5.802296838076282270e+00
2.556409323015296220e+00 6.387744273197164979e+00
2.610777943466568551e+00 7.032199733124675056e+00
2.666372717336812137e+00 7.739504126051216737e+00
2.723646584420106986e+00 8.518596731979148018e+00
2.783068080113562104e+00 9.380450436786446744e+00
2.845052049105421865e+00 1.033772842256414215e+01
2.910225258960191574e+00 1.141104014656109911e+01
2.978756655399065867e+00 1.261774279599080195e+01
3.050625943371863880e+00 1.397338700449515692e+01
3.125959826824013632e+00 1.550065230427199126e+01
3.204788064692389415e+00 1.722552480496031535e+01
3.287258211601880920e+00 1.919212944740059967e+01
3.372835125879813489e+00 2.142744899164040007e+01
3.461053983993265692e+00 2.396637893327035940e+01
3.551456554129946319e+00 2.685391416223147232e+01
3.643586491577028408e+00 3.015058199560038688e+01
3.735669011045935850e+00 3.391577665050001400e+01
3.830548843622668009e+00 3.825459253992910647e+01
3.924618872770915701e+00 4.320967531591687560e+01
4.014747428608105295e+00 4.883251027893881258e+01
4.102507539674194348e+00 5.528562729924136931e+01
4.186402001868725797e+00 6.268074950241425825e+01
4.265751060809378714e+00 7.113987205714687434e+01
4.339919863759665652e+00 8.082134710125194488e+01
4.408237431814267637e+00 9.190270236624378697e+01
4.470211384087526163e+00 1.045874313023601729e+02
4.525497128271340763e+00 1.191063196307951273e+02
4.573758056774288150e+00 1.357295352162479105e+02
4.614923688596948459e+00 1.547511254415345832e+02
4.649231897845359285e+00 1.764858218709730693e+02
4.676872973330969074e+00 2.013001392170420729e+02
4.698126685149495607e+00 2.296023270273217918e+02
4.713335070061680732e+00 2.618453229021241100e+02
4.722881643249793981e+00 2.985303040655000473e+02
4.727172750301328108e+00 3.402103094741284508e+02
4.726616270222573135e+00 3.874939140034141474e+02
4.721608068367248556e+00 4.410493242117264003e+02
4.712525696939636077e+00 5.016093573805229653e+02
4.699723324065426588e+00 5.699767369691521708e+02
4.683530761789172381e+00 6.470304592362383573e+02
4.664257119160752474e+00 7.337335240523510720e+02
4.642194976328755551e+00 8.311421423895071712e+02
4.617629218276097625e+00 9.404174955163443883e+02
4.590842783233259894e+00 1.062839665976905280e+03
4.562122125916770798e+00 1.199824436189303015e+03
4.531742083958482326e+00 1.352956183215389729e+03
4.500031882208241463e+00 1.523981472439501204e+03
4.467325820813162984e+00 1.714859939368652931e+03
4.433959697329554750e+00 1.927800524488043493e+03
4.400279488957589358e+00 2.165296578871703332e+03
4.366636412227697051e+00 2.430170693169023252e+03
4.333377760074196949e+00 2.725623809250630984e+03
4.300841101308653158e+00 3.055292067206215506e+03
4.269345031941004009e+00 3.423307912101397960e+03
4.239181114208697920e+00 3.834367477314506232e+03
4.210604932378878118e+00 4.293802389575559573e+03
4.183287322813851183e+00 4.807037424499315421e+03
4.161206235241924567e+00 5.385598413616466132e+03
4.129325892805350229e+00 6.016783514820021082e+03
4.072100641904342844e+00 6.676960947668213521e+03
4.003728597801024414e+00 7.383840007322606652e+03
2.024204147161890344e+00 2.416994788523087134e+00
2.097993007263655674e+00 2.751082864236860548e+00
2.165121249379874602e+00 3.103419576782362910e+00
2.227245914542941296e+00 3.476835867150289250e+00
2.285725417414686600e+00 3.874762469674214227e+00
2.342164298416292478e+00 4.304369649271274412e+00
2.396752020878529343e+00 4.765908773275650212e+00
2.450221983931156089e+00 5.263583973246242387e+00
2.503239645436503125e+00 5.802296838076282270e+00
2.556409323015294888e+00 6.387744273197164979e+00
2.610777943466572104e+00 7.032199733124675056e+00
2.666372717336812137e+00 7.739504126051216737e+00
2.723646584420107875e+00 8.518596731979148018e+00
2.783068080113560328e+00 9.380450436786446744e+00
2.845052049105417868e+00 1.033772842256414215e+01
2.910225258960191574e+00 1.141104014656109911e+01
2.978756655399065867e+00 1.261774279599080195e+01
3.050625943371858995e+00 1.397338700449510007e+01
3.125959826824034948e+00 1.550065230427211915e+01
3.204788064692389415e+00 1.722552480496031535e+01
3.287258211601881808e+00 1.919212944740059967e+01
3.372835125879806384e+00 2.142744899164031125e+01
3.461053983993271022e+00 2.396637893327045532e+01
3.551456554129946319e+00 2.685391416223147232e+01
3.643586491577024855e+00 3.015058199560026253e+01
3.735669011045935850e+00 3.391577665050001400e+01
3.830548843622667121e+00 3.825459253992910647e+01
3.924618872770896605e+00 4.320967531591669797e+01
4.014747428608099966e+00 4.883251027893881258e+01
4.102507539674184578e+00 5.528562729924136931e+01
4.186402001868723133e+00 6.268074950241425825e+01
4.265751060809382267e+00 7.113987205714687434e+01
4.339919863759661212e+00 8.082134710125194488e+01
4.408237431814267637e+00 9.190270236624378697e+01
4.470211384087527051e+00 1.045874313023601729e+02
4.525497128271335434e+00 1.191063196307951273e+02
4.573758056774289038e+00 1.357295352162479105e+02
4.614923688596944018e+00 1.547511254415345832e+02
4.649231897845365502e+00 1.764858218709738082e+02
4.676872973330972627e+00 2.013001392170412487e+02
4.698126685149493831e+00 2.296023270273217918e+02
4.713335070061668297e+00 2.618453229021230300e+02
4.722881643249800199e+00 2.985303040655012978e+02
4.727172750301328108e+00 3.402103094741284508e+02
4.726616270222574911e+00 3.874939140034141474e+02
4.721608068367252997e+00 4.410493242117264003e+02
4.712525696939636077e+00 5.016093573805229653e+02
4.699723324065421259e+00 5.699767369691521708e+02
4.683530761789166164e+00 6.470304592362357425e+02
4.664257119160751586e+00 7.337335240523510720e+02
4.642194976328754663e+00 8.311421423895071712e+02
4.617629218276102954e+00 9.404174955163443883e+02
4.590842783233255453e+00 1.062839665976905280e+03
4.562122125916777016e+00 1.199824436189307789e+03
4.531742083958488543e+00 1.352956183215389729e+03
4.500031882208253897e+00 1.523981472439501204e+03
4.467325820813163872e+00 1.714859939368652931e+03
4.433959697329536098e+00 1.927800524488043493e+03
4.400279488957589358e+00 2.165296578871703332e+03
4.366636412227697051e+00 2.430170693169023252e+03
4.333377760074191620e+00 2.725623809250619615e+03
4.300841101308652270e+00 3.055292067206215506e+03
4.269345031941022661e+00 3.423307912101412057e+03
4.239181114208705914e+00 3.834367477314506232e+03
4.210604932378871901e+00 4.293802389575559573e+03
4.183287322813848519e+00 4.807037424499315421e+03
4.161206235241928120e+00 5.385598413616487960e+03
4.129325892805347564e+00 6.016783514820046548e+03
4.072100641904334850e+00 6.676960947668213521e+03
4.003728597801034184e+00 7.383840007322635756e+03
1.941600930422948013e+00 2.099122206950190250e+00
