# eta[dimensionless] P[GPa]
2.273803689364998881e+00 5.762993605757328330e-01
2.293612741275654177e+00 6.196946131785588952e-01
2.323581427920100140e+00 6.761909886509466228e-01
2.357675830913115167e+00 7.427266001246334293e-01
2.390551294812579997e+00 8.144363410076013166e-01
2.423574333839592754e+00 8.929077021469667974e-01
2.457329054246637501e+00 9.799242437489654733e-01
2.491367130748656233e+00 1.075987749052452314e+00
2.525599576401603930e+00 1.181667391747863949e+00
2.559802381312192843e+00 1.297661937651149788e+00
2.741646636317085939e+00 2.098098134142471149e+00
2.778608120687922511e+00 2.309709535497344479e+00
2.816461190784560031e+00 2.543449848871660812e+00
2.854699932490683878e+00 2.800992486240593937e+00
2.893361579165968589e+00 3.086651408748633862e+00
2.932595058718094450e+00 3.403577375356201529e+00
2.972211588497125856e+00 3.752749701045136277e+00
3.012276572358331794e+00 4.137537151261875934e+00
3.052905010097307859e+00 4.562245374801979558e+00
3.094047217449811260e+00 5.031659152311155125e+00
3.135233506927982194e+00 5.549555602379183661e+00
3.176377506526962602e+00 6.120426438341850073e+00
3.218214534683816019e+00 6.751306710258192290e+00
3.262797782349917242e+00 7.461232126649194996e+00
3.308897633649786396e+00 8.252186584831546767e+00
3.354737402226419363e+00 9.127259950971469138e+00
3.400449831128519396e+00 1.009658901803156184e+01
3.447641592540374500e+00 1.117821834395574321e+01
3.497021798260074643e+00 1.238992913765131831e+01
3.546925678376981139e+00 1.374564142450921977e+01
3.596351061285791850e+00 1.526353446564663408e+01
3.648416189833791456e+00 1.698802439528316199e+01
3.704095290170638766e+00 1.895434158414077075e+01
3.757743114942530216e+00 2.117279145304379284e+01
3.810109943461632120e+00 2.369555776519662516e+01
3.885267427579183863e+00 2.674561380516739462e+01
3.996785756043615301e+00 3.055062472590548239e+01
4.128425976243824458e+00 3.520588449892895966e+01
4.281278058956671018e+00 4.091011928495385774e+01
4.504937787342191413e+00 4.838823651438807616e+01
4.756586191877797631e+00 5.767326960331605790e+01
4.947515076668858036e+00 6.793938644706425123e+01
5.063172013997909282e+00 7.897592568149953252e+01
5.132886791649221792e+00 9.128059102201603991e+01
5.178334385543112539e+00 1.053800152465568942e+02
5.215672521078372093e+00 1.218328670909966149e+02
5.251264908432125011e+00 1.410934745305313243e+02
5.278462125357837209e+00 1.632722524889101692e+02
5.295002050922248849e+00 1.885492034280208884e+02
5.310135721606550341e+00 2.176797054197168961e+02
5.328062031205621274e+00 2.514004421899732904e+02
5.340522681499711766e+00 2.899320808231258866e+02
5.339887669076274435e+00 3.335291189527719098e+02
5.318026599100958762e+00 3.830555332231380703e+02
5.272897095792781208e+00 4.395280506593418295e+02
5.216182821582483697e+00 5.041177358941955049e+02
5.156543210858954396e+00 5.781730291102352339e+02
