# eta[dimensionless] P[GPa]
2.109945325071067135e+00 3.752375954708952466e-01
2.144872402366905018e+00 4.218060225369474336e-01
2.182013529796978712e+00 4.784244048537248939e-01
2.219874111652778925e+00 5.435959483888870292e-01
2.259143344786711971e+00 6.185385975375421452e-01
2.301534768476843240e+00 7.120121093407829616e-01
2.344617434509053133e+00 8.205815682361058405e-01
2.389095527386916995e+00 9.450719915564324003e-01
2.435137544923611230e+00 1.095028129530353889e+00
2.481907172994111566e+00 1.272805751633942828e+00
2.530607965847881502e+00 1.476187194631123134e+00
2.579712968564431552e+00 1.719604956503991700e+00
2.629724017952451032e+00 2.009376844396779660e+00
2.680946215837849866e+00 2.341493667377293253e+00
2.732940685732135666e+00 2.739698081082369896e+00
2.784173965904201964e+00 3.213134396099283752e+00
2.838219127723474511e+00 3.757485580234060762e+00
2.891183465867403157e+00 4.413702945193445082e+00
2.943695628521003194e+00 5.189208878762185506e+00
2.999333279054446244e+00 6.085818874741972806e+00
3.052104619353468440e+00 7.174534908385454379e+00
3.104838025500101129e+00 8.452140860944926004e+00
3.161092737926332052e+00 9.934518240687014057e+00
3.211312240835634046e+00 1.175394766121576140e+01
3.263237062535783384e+00 1.387197084760537535e+01
3.317549289443415539e+00 1.636720488158368880e+01
3.366877745066527705e+00 1.940801863465905086e+01
3.426383574199701965e+00 2.301815721658455871e+01
3.516815973468967460e+00 2.768158147525112867e+01
3.748891071801615738e+00 3.490970244189118432e+01
4.153959309387026622e+00 4.604771458413483742e+01
4.900621412224852591e+00 6.439335249200742339e+01
5.374665378805081772e+00 8.312772995247773622e+01
5.615192949355628294e+00 1.028652910901918318e+02
5.758961067480462326e+00 1.264425322077182727e+02
5.960557759577493897e+00 1.581097191657073324e+02
6.099647927150994242e+00 1.975894552138132667e+02
6.275133567882439145e+00 2.483074365677674962e+02
6.422228159785726476e+00 3.165793695679476514e+02
6.346398957477236813e+00 3.926657838036972521e+02
6.018889691226220862e+00 4.964863148991983621e+02
5.770685882799130084e+00 6.256084595875554442e+02
5.364336243183626785e+00 7.789593799470663953e+02
5.147580485269942940e+00 9.731448200356115876e+02
4.988479437973074582e+00 1.219000092057993697e+03
4.830578598342569308e+00 1.502392147053798453e+03
4.718596516245682437e+00 1.852490750884436466e+03
4.592749920885935921e+00 2.253381629104454532e+03
4.509253644668900662e+00 2.741267783107223750e+03
4.436401381928522625e+00 3.319948921673710174e+03
4.374196877422767749e+00 4.008220874406447820e+03
4.317909111023422675e+00 4.821902063389420618e+03
4.271001213852550826e+00 5.794865936586462340e+03
4.229763613318918480e+00 6.953901144078795369e+03
4.194498464917642444e+00 8.340165397744589427e+03
4.164678055843592297e+00 1.000110329904956052e+04
4.139016184312388269e+00 1.198815067800683937e+04
4.116994213720564844e+00 1.437269772345975980e+04
4.098538999688519091e+00 1.723654544151719529e+04
4.082881775004406855e+00 2.067023426264884620e+04
4.069292758638328955e+00 2.479672363416584631e+04
4.058837197187072476e+00 2.975488335109924446e+04
4.048972744696426318e+00 3.570940689816344093e+04
2.109945325071067135e+00 3.752375954708952466e-01
2.144872402366905018e+00 4.218060225369474336e-01
2.182013529796978712e+00 4.784244048537248939e-01
2.219874111652778925e+00 5.435959483888870292e-01
2.259143344786711971e+00 6.185385975375421452e-01
2.301534768476843240e+00 7.120121093407829616e-01
2.344617434509053133e+00 8.205815682361058405e-01
2.389095527386916995e+00 9.450719915564324003e-01
2.435137544923611230e+00 1.095028129530353889e+00
2.481907172994111566e+00 1.272805751633942828e+00
2.530607965847881502e+00 1.476187194631123134e+00
2.579712968564431552e+00 1.719604956503991700e+00
2.629724017952451032e+00 2.009376844396779660e+00
2.680946215837849866e+00 2.341493667377293253e+00
2.732940685732135666e+00 2.739698081082369896e+00
2.784173965904201964e+00 3.213134396099283752e+00
2.838219127723474511e+00 3.757485580234060762e+00
2.891183465867403157e+00 4.413702945193445082e+00
2.943695628521003194e+00 5.189208878762185506e+00
2.999333279054446244e+00 6.085818874741972806e+00
3.052104619353468440e+00 7.174534908385454379e+00
3.104838025500101129e+00 8.452140860944926004e+00
3.161092737926332052e+00 9.934518240687014057e+00
3.211312240835625165e+00 1.175394766121571344e+01
3.263237062535783384e+00 1.387197084760537535e+01
3.317549289443415539e+00 1.636720488158368880e+01
3.366877745066547689e+00 1.940801863465920718e+01
3.426383574199701965e+00 2.301815721658455871e+01
3.516815973468967460e+00 2.768158147525112867e+01
3.748891071801615738e+00 3.490970244189118432e+01
4.153959309387026622e+00 4.604771458413483742e+01
4.900621412224852591e+00 6.439335249200742339e+01
5.374665378805081772e+00 8.312772995247773622e+01
5.615192949355628294e+00 1.028652910901918318e+02
5.758961067480462326e+00 1.264425322077182727e+02
5.960557759577493897e+00 1.581097191657073324e+02
6.099647927150994242e+00 1.975894552138132667e+02
6.275133567882439145e+00 2.483074365677674962e+02
6.422228159785726476e+00 3.165793695679476514e+02
6.346398957477236813e+00 3.926657838036972521e+02
6.018889691226220862e+00 4.964863148991983621e+02
5.770685882799130084e+00 6.256084595875554442e+02
5.364336243183626785e+00 7.789593799470663953e+02
5.147580485269942940e+00 9.731448200356115876e+02
4.988479437973074582e+00 1.219000092057993697e+03
4.830578598342569308e+00 1.502392147053798453e+03
4.718596516245682437e+00 1.852490750884436466e+03
4.592749920885935921e+00 2.253381629104454532e+03
4.509253644668900662e+00 2.741267783107223750e+03
4.436401381928522625e+00 3.319948921673710174e+03
4.374196877422767749e+00 4.008220874406447820e+03
4.317909111023422675e+00 4.821902063389420618e+03
4.271001213852550826e+00 5.794865936586462340e+03
4.229763613318918480e+00 6.953901144078795369e+03
4.194498464917642444e+00 8.340165397744589427e+03
4.164678055843592297e+00 1.000110329904956052e+04
4.139016184312388269e+00 1.198815067800683937e+04
4.116994213720564844e+00 1.437269772345975980e+04
4.098538999688519091e+00 1.723654544151719529e+04
4.082881775004406855e+00 2.067023426264884620e+04
4.069292758638328955e+00 2.479672363416584631e+04
4.058837197187072476e+00 2.975488335109924446e+04
4.048972744696426318e+00 3.570940689816344093e+04
2.109945325071067135e+00 3.752375954708952466e-01
2.144872402366905018e+00 4.218060225369474336e-01
2.182013529796978712e+00 4.784244048537248939e-01
2.219874111652778925e+00 5.435959483888870292e-01
2.259143344786711971e+00 6.185385975375421452e-01
2.301534768476843240e+00 7.120121093407829616e-01
2.344617434509053133e+00 8.205815682361058405e-01
2.389095527386916995e+00 9.450719915564324003e-01
2.435137544923611230e+00 1.095028129530353889e+00
2.481907172994111566e+00 1.272805751633942828e+00
2.530607965847881502e+00 1.476187194631123134e+00
2.579712968564431552e+00 1.719604956503991700e+00
2.629724017952451032e+00 2.009376844396779660e+00
2.680946215837849866e+00 2.341493667377293253e+00
2.732940685732135666e+00 2.739698081082369896e+00
