# eta[dimensionless] P[GPa]
1.816133463453083241e+00 2.166130632713243465e+00
1.853980022169502861e+00 2.364375806670694136e+00
1.891097155434408927e+00 2.574721023045635881e+00
1.926929772905370042e+00 2.795692440087571562e+00
1.962495052984359445e+00 3.031774439387853626e+00
1.998000000534616571e+00 3.285112079442072286e+00
2.033098255282987044e+00 3.556048351916546668e+00
2.067184171117998126e+00 3.844001155942414982e+00
2.101127811077617036e+00 4.154505435838443006e+00
2.133755016232974810e+00 4.485071644516602341e+00
2.164256085511510275e+00 4.834593805257130228e+00
2.193470694904652962e+00 5.209363387852425475e+00
2.222919412686201301e+00 5.619721863897759739e+00
2.254683740064455932e+00 6.080183504410032747e+00
2.291223009839903568e+00 6.609253471517570588e+00
2.335164128396308492e+00 7.228966910410465907e+00
2.391262889451230667e+00 7.980062877448025560e+00
2.459036160669097804e+00 8.873648473279278193e+00
2.539352503702351882e+00 9.929937953253803684e+00
2.632570015156618037e+00 1.116854682271269716e+01
2.739785682621322493e+00 1.262786827770036524e+01
2.855954949407332855e+00 1.428063233652682307e+01
2.979196743783379731e+00 1.613733320622047174e+01
3.106780327823599475e+00 1.821020930603208043e+01
3.234331476254546534e+00 2.046485562347744747e+01
3.359593807503908014e+00 2.292494218502913483e+01
3.480026153971199854e+00 2.559926520473653255e+01
3.594095501324968911e+00 2.848427445724091456e+01
3.700919732438410659e+00 3.160833935222258972e+01
3.799348347669904147e+00 3.505052681343285315e+01
3.889841416707248367e+00 3.881899569611905321e+01
3.972631940270205497e+00 4.297313631916455279e+01
4.048155489977268040e+00 4.758301339747524850e+01
4.116687767614998883e+00 5.272620618610240228e+01
4.178024817711847305e+00 5.850133004829844907e+01
4.232387043260061432e+00 6.500669127227557453e+01
4.280047988718867380e+00 7.233055265766233788e+01
4.320474489906199089e+00 8.057747276786521695e+01
4.353012827030052101e+00 8.985949216350276458e+01
4.376806644630245380e+00 1.002917433090369741e+02
4.390962323561097946e+00 1.119940487039579864e+02
4.394746722964514518e+00 1.250944222698879713e+02
4.387821824719090102e+00 1.397360939697504705e+02
4.370467695680389397e+00 1.560883184090691316e+02
4.343745745915831513e+00 1.743610140603285572e+02
4.309557429999514078e+00 1.948227063042006364e+02
4.270560674886796804e+00 2.178201698277780736e+02
4.229939066271971804e+00 2.437976146568568083e+02
4.191048036499318563e+00 2.733124262943259737e+02
4.156992349307148338e+00 3.070440898357250035e+02
4.130143430548835148e+00 3.458101424110598714e+02
4.112019806606171279e+00 3.905017476685667361e+02
4.102951177420510298e+00 4.421100707650097661e+02
4.102128192757604097e+00 5.016947259127471739e+02
4.107852890086443054e+00 5.703529249154331637e+02
4.117899389981948488e+00 6.492043925215256195e+02
4.129920342193937444e+00 7.393916262075209715e+02
4.141806738523466258e+00 8.420974222442310975e+02
4.151929763547391516e+00 9.585791350380967515e+02
4.159256547002259552e+00 1.090211517085458809e+03
4.163365967172422799e+00 1.238528595788035545e+03
4.164287505078622331e+00 1.405284467089058808e+03
4.162380199476055864e+00 1.592491696265914243e+03
4.158182220901522896e+00 1.802458823637875412e+03
4.152284017153039741e+00 2.037822467567734066e+03
4.145233637325327791e+00 2.301577446306858747e+03
4.137500897440051340e+00 2.597104507311520138e+03
4.129450572460664937e+00 2.928207989682037805e+03
4.121343420344886432e+00 3.299158478057985121e+03
4.113356296562219683e+00 3.714744405318621830e+03
4.105601573971357610e+00 4.180333299634988180e+03
4.098146669229811856e+00 4.701944415903825757e+03
4.091029884854262555e+00 5.286332068207540033e+03
4.084270893841448924e+00 5.941078461301378411e+03
4.077877718537572527e+00 6.674697503752548982e+03
4.071853261864938567e+00 7.496754614324851900e+03
4.066192639418008348e+00 8.417987999153436249e+03
4.060890262231787950e+00 9.450460852672553301e+03
4.055939943695912930e+00 1.060772568573369244e+04
4.051331767070839973e+00 1.190499648100756713e+04
4.047055088696591696e+00 1.335935712934951516e+04
4.043098260341634997e+00 1.498998816297830126e+04
4.039448922002700115e+00 1.681842233756087444e+04
4.036094200307993596e+00 1.886883147131698934e+04
4.033021031814768342e+00 2.116834924621417304e+04
4.030216291867784406e+00 2.374743268927613826e+04
4.027666991564772481e+00 2.664026859848382082e+04
4.025360484739015199e+00 2.988523036687928106e+04
4.023284563934239166e+00 3.352539021499751107e+04
4.021427721699669000e+00 3.760909646034611796e+04
4.019779292412302141e+00 4.219062163006738410e+04
4.018329466982957676e+00 4.733089039941614465e+04
4.016888319666704454e+00 5.309590577327620122e+04
4.016607440636319915e+00 5.957876973809742776e+04
4.013010544083814857e+00 6.679653183898908901e+04
3.998749649435298092e+00 7.468627458319011203e+04
3.971588270341104732e+00 8.322982736373721855e+04
1.816133463453086794e+00 2.166130632713252346e+00
1.853980022169502861e+00 2.364375806670694136e+00
1.891097155434408927e+00 2.574721023045635881e+00
1.926929772905370042e+00 2.795692440087571562e+00
1.962495052984359223e+00 3.031774439387853626e+00
1.998000000534616571e+00 3.285112079442072286e+00
2.033098255282982603e+00 3.556048351916546668e+00
2.067184171117998570e+00 3.844001155942414982e+00
2.101127811077619700e+00 4.154505435838460770e+00
2.133755016232974810e+00 4.485071644516602341e+00
2.164256085511510719e+00 4.834593805257130228e+00
2.193470694904652074e+00 5.209363387852425475e+00
2.222919412686205742e+00 5.619721863897781944e+00
2.254683740064455488e+00 6.080183504410032747e+00
2.291223009839903568e+00 6.609253471517570588e+00
2.335164128396375549e+00 7.228966910410909108e+00
2.391262889451230667e+00 7.980062877448025560e+00
2.459036160669098248e+00 8.873648473279315496e+00
2.539352503702351882e+00 9.929937953253803684e+00
2.632570015156618037e+00 1.116854682271269716e+01
2.739785682621316276e+00 1.262786827770031373e+01
2.855954949407332855e+00 1.428063233652682307e+01
2.979196743783376622e+00 1.613733320622047174e+01
3.106780327823599919e+00 1.821020930603208043e+01
3.234331476254546534e+00 2.046485562347744747e+01
3.359593807503906238e+00 2.292494218502923076e+01
3.480026153971192748e+00 2.559926520473653255e+01
3.594095501324965358e+00 2.848427445724079732e+01
3.700919732438406662e+00 3.160833935222258972e+01
3.799348347669902815e+00 3.505052681343285315e+01
3.889841416707255473e+00 3.881899569611905321e+01
3.972631940270205497e+00 4.297313631916455279e+01
4.048155489977271593e+00 4.758301339747544034e+01
4.116687767614998883e+00 5.272620618610240228e+01
4.178024817711842864e+00 5.850133004829820749e+01
4.232387043260048998e+00 6.500669127227557453e+01
4.280047988718857610e+00 7.233055265766203945e+01
4.320474489906205307e+00 8.057747276786521695e+01
4.353012827030052101e+00 8.985949216350276458e+01
4.376806644630246268e+00 1.002917433090369741e+02
4.390962323561100611e+00 1.119940487039579864e+02
4.394746722964504748e+00 1.250944222698874597e+02
4.387821824719092767e+00 1.397360939697504705e+02
4.370467695680394726e+00 1.560883184090697569e+02
4.343745745915815526e+00 1.743610140603278467e+02
4.309557429999495426e+00 1.948227063041998406e+02
4.270560674886812791e+00 2.178201698277789546e+02
4.229939066271973580e+00 2.437976146568568083e+02
4.191048036499310570e+00 2.733124262943259737e+02
4.156992349307152779e+00 3.070440898357250035e+02
4.130143430548829819e+00 3.458101424110612925e+02
4.112019806606169503e+00 3.905017476685683278e+02
4.102951177420511186e+00 4.421100707650097661e+02
4.102128192757602321e+00 5.016947259127492202e+02
4.107852890086455488e+00 5.703529249154331637e+02
4.117899389981928948e+00 6.492043925215230047e+02
4.129920342193937444e+00 7.393916262075209715e+02
4.141806738523460929e+00 8.420974222442310975e+02
4.151929763547400398e+00 9.585791350380967515e+02
4.159256547002256887e+00 1.090211517085458809e+03
4.163365967172417470e+00 1.238528595788035545e+03
4.164287505078629437e+00 1.405284467089058808e+03
4.162380199476046982e+00 1.592491696265907876e+03
4.158182220901522896e+00 1.802458823637875412e+03
4.152284017153059281e+00 2.037822467567742251e+03
4.145233637325328679e+00 2.301577446306858747e+03
4.137500897440040681e+00 2.597104507311520138e+03
4.129450572460663160e+00 2.928207989682025527e+03
4.121343420344874886e+00 3.299158478057985121e+03
4.113356296562212577e+00 3.714744405318606368e+03
4.105601573971357610e+00 4.180333299634988180e+03
4.098146669229813632e+00 4.701944415903825757e+03
4.091029884854264331e+00 5.286332068207540033e+03
4.084270893841450700e+00 5.941078461301378411e+03
4.077877718537576968e+00 6.674697503752548982e+03
4.071853261864959883e+00 7.496754614324851900e+03
4.066192639418005683e+00 8.417987999153436249e+03
4.060890262231785286e+00 9.450460852672515102e+03
4.055939943695904937e+00 1.060772568573365061e+04
4.051331767070839973e+00 1.190499648100761624e+04
4.047055088696627223e+00 1.335935712934967887e+04
4.043098260341652761e+00 1.498998816297830126e+04
4.039448922002700115e+00 1.681842233756094356e+04
4.036094200307994484e+00 1.886883147131698934e+04
4.033021031814777224e+00 2.116834924621417304e+04
4.030216291867785294e+00 2.374743268927613826e+04
4.027666991564773369e+00 2.664026859848382082e+04
4.025360484738998323e+00 2.988523036687928106e+04
4.023284563934231173e+00 3.352539021499751107e+04
4.021427721699661006e+00 3.760909646034627804e+04
4.019779292412305693e+00 4.219062163006738410e+04
4.018329466982958564e+00 4.733089039941614465e+04
4.016888319666697349e+00 5.309590577327598294e+04
