# eta[dimensionless] P[GPa]
3.076277330552323441e+00 7.477779486366483930e+00
4.523538020965558459e+00 1.618351176812220871e+01
4.700035289219772316e+00 1.809426875263165257e+01
4.816030885145235807e+00 1.997370111655272140e+01
4.886383172544501718e+00 2.188694105344290719e+01
4.913434411841057781e+00 2.390221659235744056e+01
4.915284138521871959e+00 2.607746834874951603e+01
4.897990404837169187e+00 2.846942436542065025e+01
4.864390666984300893e+00 3.114067082232220685e+01
4.821029813667245811e+00 3.415253298604159227e+01
4.772479622581311531e+00 3.757273086335668211e+01
4.722818488139155946e+00 4.148137986748802319e+01
4.673501840781155714e+00 4.596893695511096212e+01
4.628325428343579517e+00 5.114990538479400328e+01
4.585172921411984959e+00 5.715455565281477135e+01
4.542246614370437641e+00 6.414216749602108791e+01
4.499626051402136007e+00 7.231220968845997277e+01
4.457582890402254527e+00 8.187680003214504154e+01
4.416813649452580925e+00 9.306384668362687762e+01
4.378899777460074638e+00 1.061227162361562364e+02
4.346031031350628737e+00 1.213033072278688707e+02
4.318514475119939355e+00 1.388648062353597936e+02
4.295117881507493074e+00 1.590974300999962452e+02
4.277658827967412591e+00 1.822704482044319150e+02
4.270432992552254170e+00 2.086353535320417905e+02
4.274185383254614834e+00 2.385477831804625168e+02
4.281247855970811145e+00 2.725713970853939827e+02
4.272672650477695733e+00 3.116227434393148314e+02
4.520391143671302459e+00 3.681862598853456916e+02
4.481482157341085681e+00 4.258256939745818386e+02
4.446912728940360715e+00 4.917601889205216139e+02
4.415720366273693465e+00 5.669928261605417674e+02
4.387524116900324067e+00 6.525480499811584423e+02
4.361708065572011961e+00 7.495643923150491901e+02
4.338021134833847547e+00 8.592782523935687777e+02
4.315825736625042985e+00 9.829975920912670517e+02
4.295097632850383818e+00 1.122246710038609308e+03
4.275667269975527596e+00 1.278697707094597718e+03
4.257305090121536573e+00 1.454147447952188941e+03
4.239786771454199688e+00 1.650762712097118538e+03
4.223376074407483749e+00 1.870876661083261297e+03
4.207795540075069063e+00 2.117209675020811119e+03
4.192952918047978095e+00 2.392643290865980362e+03
4.178942346987741807e+00 2.700618218707189499e+03
4.165745200809150894e+00 3.044998149067825580e+03
4.153474922224580368e+00 3.430144682301043758e+03
4.139439550699064441e+00 3.858719537001684330e+03
4.136141085916924531e+00 4.348031092033711502e+03
4.143170397858745524e+00 4.908076719439821318e+03
4.153122250594030618e+00 5.540944568358318975e+03
4.168399585762764481e+00 6.260486489552450621e+03
4.190123072739910803e+00 7.081367708195420164e+03
4.219377966664192847e+00 8.021716133886999160e+03
4.257815224796719811e+00 9.104115863799195722e+03
4.306823259829404726e+00 1.035541814805038666e+04
4.368071331490551046e+00 1.181029306680340051e+04
4.443249773387710100e+00 1.350946990120339979e+04
3.076277330552320777e+00 7.477779486366483930e+00
4.523538020965550466e+00 1.618351176812214121e+01
4.700035289219837153e+00 1.809426875263217127e+01
4.816030885145235807e+00 1.997370111655272140e+01
4.886383172544506159e+00 2.188694105344290719e+01
4.913434411841056892e+00 2.390221659235744056e+01
4.915284138521874624e+00 2.607746834874951603e+01
4.897990404837170075e+00 2.846942436542076393e+01
4.864390666984300893e+00 3.114067082232220685e+01
4.821029813667240482e+00 3.415253298604159227e+01
4.772479622581299985e+00 3.757273086335653289e+01
4.722818488139155946e+00 4.148137986748802319e+01
4.673501840781156602e+00 4.596893695511096212e+01
4.628325428343576853e+00 5.114990538479400328e+01
4.585172921411989400e+00 5.715455565281500583e+01
4.542246614370442970e+00 6.414216749602108791e+01
4.499626051402143112e+00 7.231220968845997277e+01
4.457582890402254527e+00 8.187680003214504154e+01
4.416813649452582702e+00 9.306384668362687762e+01
4.378899777460068421e+00 1.061227162361557959e+02
4.346031031350628737e+00 1.213033072278688707e+02
4.318514475119939355e+00 1.388648062353597936e+02
4.295117881507494850e+00 1.590974300999962452e+02
4.277658827967402821e+00 1.822704482044311760e+02
4.270432992552248841e+00 2.086353535320417905e+02
4.274185383254607729e+00 2.385477831804625168e+02
