# eta[dimensionless] P[GPa]
1.218111224105578705e+00 5.809611985484513380e-02
1.338246118079626346e+00 1.293149269964876114e-01
1.441810704737094273e+00 2.248176998218116840e-01
1.534864252324026790e+00 3.426333222704530113e-01
1.616938773702280008e+00 4.783820500678746535e-01
1.709858556075827707e+00 6.732830449649408466e-01
1.769529109958769775e+00 8.281328983956240952e-01
1.833618271206503891e+00 1.019387030136396310e+00
1.900305635767866264e+00 1.250992500695269349e+00
1.961307223698265156e+00 1.500810896910639736e+00
2.015319607627672482e+00 1.758476362427819017e+00
2.063981257774885947e+00 2.026480620193657156e+00
2.109533934357696427e+00 2.313261093436065785e+00
2.150765668659060381e+00 2.615305765772764524e+00
2.188486029551368617e+00 2.934548477028312785e+00
2.064101765938529454e+00 2.998871916200983367e+00
2.202172212528252793e+00 3.743174943202314697e+00
2.340260655355876018e+00 4.600048672810948425e+00
2.489876657907998947e+00 5.639732414533694893e+00
2.654293836683236485e+00 6.882716074737246892e+00
2.839872267101516190e+00 8.391131521548743422e+00
2.862936897236080025e+00 8.892929529046087467e+00
2.913520049259862521e+00 9.565038187345496823e+00
2.997026032619471536e+00 1.045716811068614582e+01
3.171232737698884030e+00 1.200844450763885263e+01
3.433666338339357083e+00 1.429736263655773065e+01
3.696357580473212501e+00 1.671970979558852477e+01
3.939221208072389846e+00 1.922073947599432131e+01
4.147701093745616241e+00 2.170655344689043176e+01
4.297686611799448109e+00 2.420510148227655378e+01
4.408530635074686010e+00 2.674855373332635011e+01
4.485699553814158413e+00 2.939394103428571370e+01
4.533222967956912264e+00 3.220800885453582652e+01
4.557641375329123612e+00 3.525752021309780559e+01
4.567534289574397555e+00 3.860735912628238964e+01
4.562291370969290050e+00 4.233852625494091626e+01
4.546947682668167623e+00 4.653195290419838415e+01
4.526386315690131390e+00 5.127276190990983196e+01
4.503663100664447860e+00 5.666091605768297512e+01
4.479459326910886219e+00 6.281235121162064416e+01
4.454201309437173073e+00 6.986548318900055676e+01
4.428175491189163537e+00 7.797584964482265946e+01
4.401707013937059543e+00 8.733238443478242630e+01
4.374955200569803360e+00 9.815696058465886153e+01
4.348318557108780347e+00 1.106913858704067906e+02
4.322371147216974130e+00 1.251954339103181866e+02
4.298019303337561325e+00 1.419636940730080994e+02
4.276460700868215170e+00 1.613000130127518617e+02
4.257931843751863177e+00 1.835200187520955240e+02
4.241915649824867351e+00 2.089840188367862481e+02
4.230038847910851274e+00 2.380337508738788586e+02
4.225655704024051218e+00 2.710120589198209018e+02
4.229339588550940832e+00 3.083733068064412919e+02
4.234999455352828512e+00 3.507725888041957205e+02
4.228245301462046690e+00 3.992172618787713532e+02
4.395266219433993982e+00 4.661999842561487526e+02
4.369103918875775427e+00 5.348080571345419685e+02
4.345559243407961070e+00 6.129555475998448628e+02
4.324031015779200793e+00 7.017977677531837344e+02
4.304315712950558037e+00 8.025420576936460293e+02
4.285943989917997854e+00 9.165160598147854216e+02
4.268845772686655771e+00 1.045194131284433297e+03
4.252582615250596554e+00 1.190149139210937847e+03
4.237180171465227296e+00 1.353191138014851276e+03
4.222526556533370723e+00 1.536334345601594123e+03
4.208513358302350404e+00 1.741757197614488632e+03
4.194996060250899994e+00 1.972027193425425367e+03
4.182219640056862531e+00 2.229965956793033911e+03
4.169965239953499214e+00 2.518802636639246430e+03
4.158211763720230714e+00 2.842014323653437259e+03
4.147046650718437810e+00 3.203701403692753956e+03
4.136469403048774751e+00 3.608450077781322761e+03
4.126430759821331229e+00 4.061302762516892471e+03
4.116093976249917574e+00 4.567282107142154018e+03
4.109782137934907098e+00 5.137668668289150446e+03
4.107165887642595159e+00 5.781108440827710183e+03
4.105855863475823320e+00 6.504057938620017921e+03
4.106656137733375900e+00 7.318235747673542392e+03
4.109967600065421500e+00 8.236323514943520422e+03
4.116090718753731004e+00 9.273347187366975049e+03
4.125686470378933990e+00 1.044716079728607292e+04
4.139141451449637188e+00 1.177805777336522988e+04
4.157045385908636703e+00 1.329107304688185286e+04
4.180010819702871139e+00 1.501487844791688258e+04
1.218111224105578705e+00 5.809611985484513380e-02
1.338246118079626346e+00 1.293149269964876114e-01
1.441810704737094273e+00 2.248176998218116840e-01
1.534864252324026790e+00 3.426333222704530113e-01
1.616938773702280008e+00 4.783820500678746535e-01
1.709858556075827707e+00 6.732830449649408466e-01
1.769529109958769775e+00 8.281328983956240952e-01
1.833618271206503891e+00 1.019387030136396310e+00
1.900305635767866264e+00 1.250992500695269349e+00
1.961307223698265156e+00 1.500810896910639736e+00
2.015319607627672482e+00 1.758476362427819017e+00
2.063981257774886835e+00 2.026480620193665594e+00
2.109533934357696427e+00 2.313261093436065785e+00
2.150765668659060381e+00 2.615305765772764524e+00
2.188486029551368617e+00 2.934548477028312785e+00
2.064101765938531674e+00 2.998871916200995358e+00
2.202172212528252793e+00 3.743174943202314697e+00
2.340260655355876018e+00 4.600048672810948425e+00
2.489876657907998947e+00 5.639732414533694893e+00
2.654293836683243590e+00 6.882716074737246892e+00
2.839872267101516190e+00 8.391131521548743422e+00
2.862936897236080025e+00 8.892929529046087467e+00
2.913520049259866962e+00 9.565038187345535903e+00
2.997026032619471536e+00 1.045716811068614582e+01
3.171232737698888471e+00 1.200844450763890059e+01
3.433666338339357971e+00 1.429736263655773065e+01
3.696357580473216942e+00 1.671970979558859227e+01
3.939221208072394731e+00 1.922073947599432131e+01
4.147701093745623346e+00 2.170655344689052058e+01
4.297686611799443668e+00 2.420510148227645786e+01
4.408530635074686010e+00 2.674855373332635011e+01
4.485699553814151308e+00 2.939394103428571370e+01
4.533222967956912264e+00 3.220800885453582652e+01
4.557641375329122724e+00 3.525752021309780559e+01
4.567534289574392226e+00 3.860735912628223332e+01
4.562291370969296267e+00 4.233852625494091626e+01
4.546947682668164958e+00 4.653195290419819230e+01
4.526386315690137607e+00 5.127276190990983196e+01
4.503663100664447860e+00 5.666091605768297512e+01
4.479459326910891548e+00 6.281235121162064416e+01
4.454201309437173073e+00 6.986548318900055676e+01
4.428175491189162649e+00 7.797584964482265946e+01
4.401707013937062207e+00 8.733238443478242630e+01
4.374955200569803360e+00 9.815696058465886153e+01
4.348318557108780347e+00 1.106913858704067906e+02
4.322371147216967913e+00 1.251954339103181866e+02
4.298019303337567543e+00 1.419636940730075310e+02
4.276460700868212506e+00 1.613000130127518617e+02
4.257931843751877388e+00 1.835200187520955240e+02
4.241915649824854917e+00 2.089840188367853955e+02
4.230038847910851274e+00 2.380337508738788586e+02
4.225655704024041448e+00 2.710120589198209018e+02
4.229339588550904416e+00 3.083733068064362328e+02
4.234999455352816966e+00 3.507725888041957205e+02
4.228245301462036920e+00 3.992172618787713532e+02
4.395266219433996646e+00 4.661999842561487526e+02
4.369103918875773651e+00 5.348080571345441285e+02
4.345559243407969063e+00 6.129555475998448628e+02
4.324031015779202569e+00 7.017977677531837344e+02
4.304315712950555373e+00 8.025420576936460293e+02
4.285943989917984531e+00 9.165160598147854216e+02
4.268845772686648665e+00 1.045194131284433297e+03
4.252582615250580567e+00 1.190149139210937847e+03
