                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20241009"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                           mass_conv_core                                     Teff                               luminosity                                   radius                                    log_g                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                        center_degeneracy                           center_entropy                               average_h1                               average_h2                              average_he3                              average_he4                              average_li7                              average_be7                               average_b8                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                            total_mass_h1                           total_mass_he4                                 delta_nu                                   nu_max                          acoustic_cutoff                          acoustic_radius                                    tot_E                            rel_run_E_err                                rel_E_err                              num_retries                                num_iters 
                                      77                                      435                  5.7911217841186797E+001                  8.9824334329489497E-001                  7.8277845973814277E-004                  7.8277660599117521E-004                  1.4745974383729422E+003                  1.0839846741546690E-003                  5.0444959955586754E-001                  1.9260709304345369E+000                  1.1743773728042118E+001                 -6.1463632894180775E-001                  4.5215090475103334E+000                  1.6670652747494465E+000                  1.1063256999469619E+001                  7.0569999999999999E-001                  2.7809999999999451E-005                  3.4610000000000816E-005                  2.7690000000000026E-001                  1.0771934046337807E-008                  1.5813688851837639E-085                  1.0000000000000006E-099                  2.9880308009149342E-003                  8.7584490491778174E-004                  8.1317824244995663E-003                  1.8074638875443616E-003                  3.5344472101892762E-003                  5.5240675903720741E-004                  2.1675135550149193E-004                  1.0569656246553960E+001                  1.8732612189955578E+001                  3.4682669829788168E+001                  4.7305228130102689E+004                 -3.6526767611623416E+041                 -3.1160942215654891E-012                 -3.1160942215654891E-012                                        0                                        2 
                                      80                                      435                  9.2467417371490725E+001                  1.1357870814377693E+000                  7.8277845973814277E-004                  7.8277662356688465E-004                  1.4751206379538294E+003                  1.0769813126662684E-003                  5.0246077796518818E-001                  1.9295021607995739E+000                  1.1749232765290227E+001                 -6.1118509176156366E-001                  4.5229243378839081E+000                  1.6797622720377363E+000                  1.1061536942676144E+001                  7.0569999999999999E-001                  2.7809999999999139E-005                  3.4610000000001331E-005                  2.7690000000000026E-001                  1.0771934046337807E-008                  1.6078747355171012E-085                  1.0000000000000006E-099                  2.9880308009149342E-003                  8.7584490491778174E-004                  8.1317824244995663E-003                  1.8074638875443616E-003                  3.5344472101892762E-003                  5.5240675903720741E-004                  2.1675135550149193E-004                  1.0630681209591309E+001                  1.8877850421436403E+001                  3.4951069254416026E+001                  4.7033674525851224E+004                 -3.6977281812060017E+041                 -7.1029854815983165E-011                 -4.0703032402784295E-011                                        0                                        2 
                                      90                                      435                  5.1831184396247249E+002                  1.9275995419140175E+000                  7.8277845973814277E-004                  7.8277680414505014E-004                  1.4803637631738216E+003                  1.0020399648630305E-003                  4.8123675635945512E-001                  1.9669889118840980E+000                  1.1806881159545739E+001                 -5.7492731270725206E-001                  4.5376464674960300E+000                  1.8102566410048011E+000                  1.1041373310825566E+001                  7.0569999999999999E-001                  2.7809999999994592E-005                  3.4610000000008120E-005                  2.7690000000000026E-001                  1.0771934046337807E-008                  1.9204110802872560E-085                  1.0000000000000006E-099                  2.9880308009149342E-003                  8.7584490491778174E-004                  8.1317824244995663E-003                  1.8074638875443616E-003                  3.5344472101892762E-003                  5.5240675903720741E-004                  2.1675135550149193E-004                  1.1323437215403342E+001                  2.0543235199254138E+001                  3.8029109034414333E+001                  4.4156203676375480E+004                 -4.2292959993324571E+041                 -1.5037218579818187E-010                  1.6153708780100805E-012                                        0                                        3 
                                     100                                      436                  3.1550282903618968E+003                  2.7194120023902655E+000                  7.8277845973814277E-004                  7.8277732003102503E-004                  1.4907596822093185E+003                  7.4788500863444299E-004                  4.0997303919835848E-001                  2.1061958988262761E+000                  1.1995887294206108E+001                 -4.5748660503394539E-001                  4.5821034711370858E+000                  2.2239469197264468E+000                  1.0944094930220704E+001                  7.0569999999999999E-001                  2.7809999999955429E-005                  3.4610000000066877E-005                  2.7690000000000026E-001                  1.0771934046337807E-008                  3.5073041534973794E-085                  1.0000000000000006E-099                  2.9880308009149342E-003                  8.7584490491778174E-004                  8.1317824244995663E-003                  1.8074638875443616E-003                  3.5344472101892762E-003                  5.5240675903720741E-004                  2.1675135550149193E-004                  1.4346508676718823E+001                  2.8206956506798388E+001                  5.2200820829827236E+001                  3.4851684912817029E+004                 -6.9114879793131426E+041                 -1.0293892782311582E-010                  1.5674660509028058E-012                                        0                                        3 
                                     110                                      444                  1.9480881547074303E+004                  3.5112244628665139E+000                  7.8277845973814277E-004                  7.8277783136715862E-004                  1.4657109388230044E+003                  3.6660479102211627E-004                  2.9693102049614756E-001                  2.3863953519185075E+000                  1.2320434224245590E+001                 -2.4845389010701713E-001                  4.6444265047404354E+000                  3.0774577457408361E+000                  1.0642331739967915E+001                  7.0569999999999955E-001                  2.7809999999467704E-005                  3.4610000000798436E-005                  2.7690000000000020E-001                  1.0771934046337805E-008                  1.0403594089744063E-084                  1.0000000033136021E-099                  2.9880308009149325E-003                  8.7584490491778109E-004                  8.1317824244995628E-003                  1.8074638875443603E-003                  3.5344472101892736E-003                  5.5240675903720697E-004                  2.1675135550149190E-004                  2.3152130572293707E+001                  5.4229467104828487E+001                  1.0044739542680237E+002                  2.1596284559588352E+004                 -1.6421219190928721E+042                 -8.0266667473240452E-011                  7.1617279061153487E-012                                        0                                        3 
                                     120                                      459                  1.1820600591715623E+005                  4.2487670404570634E+000                  7.8277845973814277E-004                  7.8277781749769629E-004                  1.2563945002254802E+003                  9.1593574886085814E-005                  2.0199174101547843E-001                  2.7210392686837785E+000                  1.2683790959742884E+001                 -2.9949982526570962E-003                  4.6728021928529948E+000                  4.7322448317804957E+000                  1.0030877272169958E+001                  7.0569999999999611E-001                  2.7809999992371272E-005                  3.4610000011443058E-005                  2.7690000000000020E-001                  1.0771934046337805E-008                  3.8465954801978847E-084                  1.0000000126938296E-099                  2.9880308009149303E-003                  8.7584490491778087E-004                  8.1317824244995628E-003                  1.8074638875443601E-003                  3.5344472101892714E-003                  5.5240675903720437E-004                  2.1675135550149190E-004                  3.9827148723020088E+001                  1.2657280502638589E+002                  2.3445604697168170E+002                  1.2554250455569270E+004                 -3.6161504619166447E+042                 -6.7891690074587862E-011                  4.1285773451662931E-013                                        0                                        5 
                                     130                                      484                  3.0744271810794971E+005                  4.3765456219836487E+000                  7.8277845973814277E-004                  7.8277715628629989E-004                  9.8594838408811984E+002                  2.5998764063346244E-005                  1.7475159694543779E-001                  2.8468641873063438E+000                  1.2826113206254425E+001                  9.8889954406066058E-002                  4.6600783605713598E+000                  5.9769786311209661E+000                  9.6543002442423429E+000                  7.0569999999998467E-001                  2.7809999970469582E-005                  3.4610000044295604E-005                  2.7690000000000026E-001                  1.0771934046337807E-008                  6.6025480002847146E-084                  1.0000000126938298E-099                  2.9880308009149299E-003                  8.7584490491778044E-004                  8.1317824244995663E-003                  1.8074638875443601E-003                  3.5344472101892705E-003                  5.5240675903719537E-004                  2.1675135550149193E-004                  4.7149852966293984E+001                  1.9089794221176876E+002                  3.5640238261709584E+002                  1.0604486939915487E+004                 -4.6355197623417380E+042                 -5.6560205755737086E-011                  3.7481208887335634E-013                                        0                                        3 
                                     140                                      500                  7.9276448102921119E+005                  4.8296217487694770E+000                  7.8277845973814277E-004                  7.8277634966129005E-004                  7.8019377205268643E+002                  8.4724366305064102E-006                  1.5931342230649345E-001                  2.9272017595420050E+000                  1.2917500540770705E+001                  1.6607183963072708E-001                  4.6398661249124018E+000                  7.1510214686582136E+000                  9.3507068332222030E+000                  7.0569999999994937E-001                  2.7809999897686175E-005                  3.4610000153470670E-005                  2.7690000000000026E-001                  1.0771934046337807E-008                  9.4200085826052802E-084                  1.0000000126938298E-099                  2.9880308009149299E-003                  8.7584490491778033E-004                  8.1317824244995663E-003                  1.8074638875443599E-003                  3.5344472101892701E-003                  5.5240675903716772E-004                  2.1675135550149193E-004                  5.3141082188407140E+001                  2.5820501275457445E+002                  4.8331473523526824E+002                  9.4089164053395252E+003                 -5.4183365179582267E+042                 -5.1668477742000927E-011                  3.5310400606799403E-013                                        0                                        3 
                                     150                                      501                  2.2376060569479670E+006                  5.4013164214119449E+000                  7.8277845973814277E-004                  7.8277518781692714E-004                  6.1680704744227489E+002                  2.8463103946996704E-006                  1.4773916356951938E-001                  2.9927152218319630E+000                  1.2989608387782321E+001                  2.2010489940714689E-001                  4.6140790591013792E+000                  8.4326372047135152E+000                  9.0633989249100750E+000                  7.0569999999981803E-001                  2.7809999635856863E-005                  3.4610000546214626E-005                  2.7690000000000026E-001                  1.0771934046337807E-008                  1.2516899240547096E-083                  1.0000000126938298E-099                  2.9880308009149277E-003                  8.7584490491777935E-004                  8.1317824244995663E-003                  1.8074638875443581E-003                  3.5344472101892684E-003                  5.5240675903706494E-004                  2.1675135550149193E-004                  5.9056230533813867E+001                  3.3767950898371032E+002                  6.3412823375789412E+002                  8.4665071827385709E+003                 -6.1833140790479908E+042                 -4.8289146501510539E-011                  3.1032016752863494E-013                                        0                                        4 
