                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20240902"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34 
                                     160                                      520                  7.4364374113684185E+006                  5.8156899551097609E+000                  2.1956044991421190E-003                  2.1956033503594901E-003                  7.3019753958797287E+002                  4.7560921816106570E-006                  1.3626915474606596E-001                  3.5108266152039764E+000                  1.3846175660053959E+001                  6.4506250050273251E-001                  4.8905158939322551E+000                  9.1968308616252408E+000                  8.9882632458818872E+000                  7.1000000000000052E-001                  2.8733433992169402E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  1.1621869763824162E+002                  1.0232236793249998E+003                  1.9162875144945583E+003                  4.3022337210865080E+003                 -5.9184689490809438E+043                 -5.5560906206069780E-011                  2.5066404096112964E-013                                        0                                        3 
                                     170                                      520                  1.9109000053961527E+007                  6.2764752993330601E+000                  2.1956044991421190E-003                  2.1956026026964865E-003                  5.7839473393200683E+002                  1.7311206936239730E-006                  1.3102922563016756E-001                  3.5448853905702911E+000                  1.3900869855580659E+001                  6.8724153209584549E-001                  4.8590711546037682E+000                  1.0656207104890957E+001                  8.7269483184798204E+000                  7.1000000000000052E-001                  2.8733433992169402E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  1.2337702647987498E+002                  1.2434759066056124E+003                  2.3298389734683019E+003                  4.0526183379979498E+003                 -6.2881482681267993E+043                 -5.4606515518292506E-011                  2.2537537229478792E-013                                        0                                        3 
                                     180                                      520                  5.1670164743869178E+007                  6.7182883208071607E+000                  2.1956044991421190E-003                  2.1956015214151239E-003                  4.5695677831387150E+002                  6.2718219578827936E-007                  1.2635713603234064E-001                  3.5764221918032093E+000                  1.3951797240814260E+001                  7.2626344765080697E-001                  4.8242778978856160E+000                  1.2343914603388722E+001                  8.4582027036781628E+000                  7.1000000000000052E-001                  2.8733433992169402E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  1.3388265123967125E+002                  1.5043496151888089E+003                  2.8200473770227436E+003                  3.7346138231526384E+003                 -6.6608960705123602E+043                 -5.3863888445590781E-011                  2.5052833061668413E-013                                        0                                        4 
                                     190                                      518                  1.7745962512399197E+008                  7.3928375875510914E+000                  2.1956044991421190E-003                  2.1956044702276093E-003                  3.7080548192406553E+002                  2.4627328076096686E-007                  1.2024568942870632E-001                  3.6194827059068815E+000                  1.4023512868530528E+001                  7.8087401634814679E-001                  4.7632962225196067E+000                  1.5493409355482921E+001                  8.0387073047883479E+000                  7.1000000000000052E-001                  2.8733433992169402E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  1.5339909854924139E+002                  1.8440546275730233E+003                  3.4675967210897502E+003                  3.2594715661871969E+003                 -7.1950606397353296E+043                 -5.2325245602565239E-011                  2.8148058865357689E-013                                        0                                        3 
                                     200                                      518                  4.4004781477689797E+008                  7.5065742056870004E+000                  2.1956044991421190E-003                  2.1956044389331683E-003                  2.8995103378817691E+002                  8.5071143873568237E-008                  1.1558326919592944E-001                  3.6538317912823741E+000                  1.4082979159415622E+001                  8.2635443988728974E-001                  4.6923648556082309E+000                  1.9583182200311185E+001                  7.6440128141653814E+000                  7.1000000000000052E-001                  2.8733433992169402E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  1.7046563286803413E+002                  2.2570106581574755E+003                  4.2432825157822181E+003                  2.9331425436766758E+003                 -7.6275809536595807E+043                 -5.1676546387039075E-011                  3.9068340023818823E-013                                        0                                        3 
                                     210                                      518                  9.4958315566810155E+008                  7.8739946262227969E+000                  2.1956044991421190E-003                  2.1956044405407877E-003                  2.2990099675060355E+002                  3.1835444193445453E-008                  1.1246746580491102E-001                  3.6775679204991083E+000                  1.4123827396542351E+001                  8.5740916594715366E-001                  4.6300694684124526E+000                  2.3723657856504779E+001                  7.3349848276884240E+000                  7.1000000000000052E-001                  2.8733433992169422E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  1.8583318988569314E+002                  2.6770818078014991E+003                  5.0497848497757623E+003                  2.6905850365456909E+003                 -7.9221068049869816E+043                 -5.1918524030199105E-011                  2.0764359338943757E-013                                        0                                        3 
                                     220                                      518                  2.4082177401454606E+009                  8.2446234317017293E+000                  2.1956044991421190E-003                  2.1956044484475841E-003                  1.8144570260335456E+002                  1.1611213155575900E-008                  1.0904319959574001E-001                  3.7044245667877220E+000                  1.4169878981468591E+001                  8.9204959905080450E-001                  4.5436680323106833E+000                  3.0536051840194524E+001                  6.9333907399249668E+000                  7.1000000000000052E-001                  2.8733433992169480E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  2.0228017998141735E+002                  3.2056446076243446E+003                  6.1104682873699858E+003                  2.4718190385530256E+003                 -8.2480598968534011E+043                 -5.1987460744215845E-011                  2.1636777411311316E-013                                        0                                        3 
                                     230                                      518                  4.7119507697795362E+009                  8.5121042393542083E+000                  2.1956044991421190E-003                  2.1956044867360320E-003                  1.4974425803017567E+002                  5.1973485715952402E-009                  1.0711338069434462E-001                  3.7199342860405231E+000                  1.4196409581592738E+001                  9.1188532036831660E-001                  4.4819595745727838E+000                  3.6296509979264272E+001                  6.6565669125793647E+000                  7.1000000000000052E-001                  2.8733433992169626E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  2.1095141407716793E+002                  3.6569864089505049E+003                  5.4747517526884385E+003                  2.3702140238656825E+003                 -8.4378128233925869E+043                 -5.3044398601830878E-011                  2.1208886215508818E-013                                        0                                        5 
                                     240                                      518                  5.6634729826134472E+009                  7.4820417373200527E+000                  2.1956044991421190E-003                  2.1956044753368457E-003                  1.4301988600413574E+002                  4.2820748918812047E-009                  1.0658287604348256E-001                  3.7242468691304205E+000                  1.4203721731364331E+001                  9.1731304653212842E-001                  4.4630161283875847E+000                  3.8235326082560483E+001                  6.5718511771881234E+000                  7.1000000000000052E-001                  2.8733433992169676E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  2.1438303953690118E+002                  3.7793125074220138E+003                  5.6578818698217356E+003                  2.3322740505968818E+003                 -8.4907461842682652E+043                 -5.6566642667488870E-011                  2.8646535138389980E-013                                        5                                        2 
                                     250                                      518                  6.6086336134666462E+009                  8.2738541977963003E+000                  2.1956044991421190E-003                  2.1956044693896551E-003                  1.3719309254733653E+002                  3.5956244465999049E-009                  1.0613920523985748E-001                  3.7278700766513397E+000                  1.4209817132335743E+001                  9.2182093415681199E-001                  4.4465094738455626E+000                  3.9995361445781768E+001                  6.4980751953675027E+000                  7.1000000000000052E-001                  2.8733433992169734E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  2.1777749508116216E+002                  3.8910615719423672E+003                  5.8251779651302886E+003                  2.2959213476748737E+003                 -8.5349569679948603E+043                 -5.9436157898005641E-011                  2.0398917976735688E-013                                        5                                        7 
                                     260                                      518                  1.2460819116538954E+010                  9.0656666582725478E+000                  2.1956044991421190E-003                  2.1956044568641484E-003                  1.1457686269044730E+002                  1.6942602502123422E-009                  1.0445984306713225E-001                  3.7417230012538805E+000                  1.4232601684244628E+001                  9.3862126067368723E-001                  4.3781269450578337E+000                  4.8051963106910925E+001                  6.1950798155858857E+000                  7.1000000000000052E-001                  2.8733433992170141E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  2.3188770568494593E+002                  4.3958077208274553E+003                  6.5808192420097284E+003                  2.1562160810686732E+003                 -8.7002797042589068E+043                 -6.0635711781450807E-011                  2.0443851334739846E-013                                        5                                        4 
                                     267                                      517                  2.0000000000000000E+010                  8.7034733378983997E+000                  2.1956044991421190E-003                  2.1956044364820578E-003                  9.8513067122587401E+001                  9.0625620289907362E-010                  1.0334535836412168E-001                  3.7510397882065210E+000                  1.4247470070769621E+001                  9.4947661649268300E-001                  4.3266637915357196E+000                  5.5007400008073937E+001                  5.9685963544928402E+000                  7.1000000000000052E-001                  2.8733433992170690E-005                  2.6997126656600806E-001                  3.4468833607861548E-003                  1.0103427409336068E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  4.0772218292556761E-003                  1.5588791943909057E-003                  5.9275012751142369E-004                  2.3956411666777038E+002                  4.8434744963385201E+003                  7.2510071087105071E+003                  2.0871239272173821E+003                 -8.8082130779634725E+043                 -6.3413040729778946E-011                  2.0283286165798973E-013                                        5                                        8 
